<L3Circuits>,,,,,,,,,,
Name,NodeA,InterfaceA,NodeB,InterfaceB,Capacity,L1CircuitNodeA,L1CircuitPortA,L1CircuitNodeB,L1CircuitPortB,Tags
I1001/GE100/NYCRNYNS/NYCRNYSS,NYCRNYNS-0330110A,HundredGigE0/0/0/11/2.4001,NYCRNYSS-0111914A,HundredGigE0/0/0/11/2.4001,100000,NYCRNYNS-0330107A,I1001/OTUC2/NYCRNYNS/NYCRNYSS,NYCRNYSS-0111908A,I1001/OTUC2/NYCRNYNS/NYCRNYSS,L1 circuit field is correct as provided
I1001/GE100/DYTWPADB/HMBGPAHB,DYTWPADB-0112410A,HundredGigE0/7/0/11/2.4001,HMBGPAHB-0113201A,HundredGigE0/4/0/11/2.4001,100000,DYTWPADB-0112407A,I1001/OTUC2/DYTWPADB/HMBGPAHB,HMBGPAHB-0113101A,I1001/OTUC2/DYTWPADB/HMBGPAHB,L1 circuit field is correct as provided
I1004/GE40/YNKRNYYN/YNKRNYYN,YNKRNYYN-0337806A,FortyGigE0/13/0/3.4001,YNKRNYYN-0337809A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE40/NYCMNYVS/NYCMNYVS,NYCMNYVS-02220404A,FortyGigE0/0/0/4.4001,NYCMNYVS-02220600A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1002/GE100/FRHDNJFH/TMRVNJTR,FRHDNJFH-0111114A,HundredGigE0/0/0/11/2.4001,TMRVNJTR-0112109A,HundredGigE0/9/0/11/2.4001,100000,FRHDNJFH-0111120A,I1002/OTUC2/FRHDNJFH/TMRVNJTR,TMRVNJTR-0112103A,I1002/OTUC2/FRHDNJFH/TMRVNJTR,L1 circuit field is correct as provided
I1002/GE100/CMCHNJCH/PSVLNJPL,CMCHNJCH-0110612A,HundredGigE0/12/0/11/2.4001,PSVLNJPL-0115820A,HundredGigE0/12/0/11/2.4001,100000,CMCHNJCH-0110618A,I1002/OTUC2/CMCHNJCH/PSVLNJPL,PSVLNJPL-0115826A,I1002/OTUC2/CMCHNJCH/PSVLNJPL,L1 circuit field is correct as provided
I1002/GE40/RHWYNJRA/RHWYNJRA,RHWYNJRA-0112807A,FortyGigE0/0/7/0,RHWYNJRA-0112808A,FortyGigE0/12/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE40/FRFDNJFA/FRFDNJFA,FRFDNJFA-0111527A,FortyGigE0/0/8/0,FRFDNJFA-0113315A,FortyGigE0/3/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1014/GE100/SYOSNYGN/SYOSNYGN,SYOSNYGN-0121216,HundredGigE0/0/1/1.4001,SYOSNYGN-0121217A,HundredGigE0/10/0/0.4001,100000,,,,,L1 circuit field is correct as provided
I1001/GE100/GNWCCTGN/OSNGNYOS,GNWCCTGN-0221311A,HundredGigE0/4/0/11/2.4001,OSNGNYOS-0222110A,HundredGigE0/6/0/11/2.4001,100000,,,,,L1 circuit field is correct as provided
I1001/GE40/LNBHNYLB/LNBHNYLB,LNBHNYLB-0220209A,FortyGigE0/0/0/4.4001,LNBHNYLB-0220213A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1004/GE40/NYCRNYNS/NYCRNYNS,NYCRNYNS-0330110A,FortyGigE0/5/0/3.4001,NYCRNYNS-0330113A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1002/GE100/FRHDNJFH/LKWDNJLK,FRHDNJFH-0111114A,HundredGigE0/6/0/11/2.4001,LKWDNJLK-0221008A,HundredGigE0/12/0/11/2.4001,100000,FRHDNJFH-0111120A,I1002/OTUC2/FRHDNJFH/LKWDNJLK,LKWDNJLK-0221002A,I1002/OTUC2/FRHDNJFH/LKWDNJLK,L1 circuit field is correct as provided
I1001/GE100/FETNDEFE/NWCSDENC,FETNDEFE-0111503A,HundredGigE0/4/0/11/2.4001,NWCSDENC-0117913A,HundredGigE0/5/0/11/2.4001,100000,FETNDEFE-0111505A,I1001/OTUC2/FETNDEFE/NWCSDENC,NWCSDENC-0117910A,I1001/OTUC2/FETNDEFE/NWCSDENC,L1 circuit field is correct as provided
I1001/GE100/GRTWDEGR/OCVWDEOC,GRTWDEGR-0115011A,HundredGigE0/6/0/11/2.4001,OCVWDEOC-0113205A,HundredGigE0/4/0/11/2.4001,100000,GRTWDEGR-0115008A,I1001/OTUC2/GRTWDEGR/OCVWDEOC,OCVWDEOC-0113202A,I1001/OTUC2/GRTWDEGR/OCVWDEOC,L1 circuit field is correct as provided
I1002/GE40/OXFRPAOX/OXFRPAOX,OXFRPAOX-0110520A,FortyGigE0/1/0/4.4001,OXFRPAOX-0110526A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1002/GE40/LRMTNYLA/LRMTNYLA,LRMTNYLA-0220407A,FortyGigE0/0/7/0,LRMTNYLA-0220612A,FortyGigE0/5/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1002/GE40/PHLAPAMK/PHLAPAMK,PHLAPAMK-0995604A,FortyGigE0/1/0/4.4001,PHLAPAMK-0995701A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE40/CFTNNJCF/CFTNNJCF,CFTNNJCF-0110608A,FortyGigE0/11/0/4.4001,CFTNNJCF-0110715A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1002/GE40/GNBGPAGR/GNBGPAGR,GNBGPAGR-0116114A,FortyGigE0/0/7/0,GNBGPAGR-0116116A,FortyGigE0/5/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1002/GE40/MMRNNYMA/MMRNNYMA,MMRNNYMA-0220308A,FortyGigE0/0/7/0,MMRNNYMA-0220408A,FortyGigE0/5/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/CDKNNJCK/MDSNNJMA,CDKNNJCK-0004720A,HundredGigE0/6/0/10/2.4001,MDSNNJMA-01112A07A,HundredGigE0/12/0/11/2.4001,100000,CDKNNJCK-00004714A,I1001/OTUC2/CDKNNJCK/MDSNNJMA,MDSNNJMA-01112A10A,I1001/OTUC2/CDKNNJCK/MDSNNJMA,L1 circuit field is correct as provided
I1001/GE100/NYCQNYLN/NYCQNYNJ,NYCQNYLN-0223913A,HundredGigE0/10/0/11/2.4001,NYCQNYNJ-0110506A,HundredGigE0/0/0/11/2.4001,100000,NYCQNYLN-0223910A,I1001/OTUC2/NYCQNYLN/NYCQNYNJ,NYCQNYNJ-0110503A,I1001/OTUC2/NYCQNYLN/NYCQNYNJ,L1 circuit field is correct as provided
I1001/GE100/NWRKDENB/WGRVPAWG,NWRKDENB-0114705A,HundredGigE0/7/0/11/2.4001,WGRVPAWG-0110302A,HundredGigE0/4/0/11/2.4001,100000,NWRKDENB-0114702A,I1001/OTUC2/NWRKDENB/WGRVPAWG,WGRVPAWG-0110304A,I1001/OTUC2/NWRKDENB/WGRVPAWG,L1 circuit field is correct as provided
I1001/GE100/PCHGNYPH/SLDNNYSE,PCHGNYPH-0111315A,HundredGigE0/1/0/10/2.4001,SLDNNYSE-0114623A,HundredGigE0/0/0/11/2.4001,100000,PCHGNYPH-0111321A,I1001/OTUC2/PCHGNYPH/SLDNNYSE,SLDNNYSE-0114629A,I1001/OTUC2/PCHGNYPH/SLDNNYSE,L1 circuit field is correct as provided
I1003/GE40/NYCMNY13/NYCMNY13,NYCMNY13-0991713A,FortyGigE0/0/8/0,NYCMNY13-0991815A,FortyGigE0/0/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/JMBGNJJA/NBWKNJNB,JMBGNJJA-0111408A,HundredGigE0/12/0/11/2.4001,NBWKNJNB-0550221A,HundredGigE0/13/0/10/2.4001,100000,JMBGNJJA-0111402A,I1002/OTUC2/JMBGNJJA/NBWKNJNB,NBWKNJNB-0550209A,I1002/OTUC2/JMBGNJJA/NBWKNJNB,L1 circuit field is correct as provided
I1002/GE40/NYCKNYAI/NYCKNYAI,NYCKNYAI-0113602A,FortyGigE0/5/0/4.4001,NYCKNYAI-0113700A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1004/GE40/NYCKNYFA/NYCKNYFA,NYCKNYFA-0442604A,FortyGigE0/0/7/0,NYCKNYFA-0442607A,FortyGigE0/4/0/3.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/SPMLNJ01/SUCCNJSU,SPMLNJ01-0110508A,HundredGigE0/12/0/11/2.4001,SUCCNJSU-0115114A,HundredGigE0/7/0/11/2.4001,100000,SPMLNJ01-0110502A,I1001/OTUC2/SPMLNJ01/SUCCNJSU,SUCCNJSU-0115108A,I1001/OTUC2/SPMLNJ01/SUCCNJSU,L1 circuit field is correct as provided
I1001/GE100/FTWSPAFW/YRDLPAYL,FTWSPAFW-0330606A,HundredGigE0/11/0/11/2.4001,YRDLPAYL-0116110A,HundredGigE0/0/0/11/2.4001,100000,FTWSPAFW-0330612A,I1001/OTUC2/FTWSPAFW/YRDLPAYL,YRDLPAYL-0116107A,I1001/OTUC2/FTWSPAFW/YRDLPAYL,L1 circuit field is correct as provided
I1002/GE40/BATHPABT/BATHPABT,BATHPABT-0113902A,FortyGigE0/0/7/0,BATHPABT-0113904A,FortyGigE0/5/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1006/GE40/NYCMNYWS/NYCMNYWS,NYCMNYWS-03304104A,FortyGigE0/4/0/3.4001,NYCMNYWS-03304202A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/TKHONYTU/YNKRNYYN,TKHONYTU-0110604A,HundredGigE0/4/0/11/2.4001,YNKRNYYN-0337806A,HundredGigE0/12/0/10/2.4001,100000,TKHONYTU-0110601A,I1001/OTUC2/TKHONYTU/YNKRNYYN,YNKRNYYN-0337803A,I1001/OTUC2/TKHONYTU/YNKRNYYN,L1 circuit field is correct as provided
I1002/GE40/SORVNJSR/SORVNJSR,SORVNJSR-0111728A,FortyGigE0/12/0/4.4001,SORVNJSR-0112051A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1004/GE40/NYCQNYLI/NYCQNYLI,NYCQNYLI-0220414A,FortyGigE0/4/0/3.4001,NYCQNYLI-0220517A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/NYCQNYNW/NYCQNYRH,NYCQNYNW-0221109A,HundredGigE0/3/0/11/2.4001,NYCQNYRH-0225206A,HundredGigE0/0/0/11/2.4001,100000,NYCQNYNW-0221106A,I1001/OTUC2/NYCQNYNW/NYCQNYRH,NYCQNYRH-0225209A,I1001/OTUC2/NYCQNYNW/NYCQNYRH,L1 circuit field is correct as provided
I1001/GE100/NYCKNYAL/NYCKNYLA,NYCKNYAL-0223502A,HundredGigE0/3/0/11/2.4001,NYCKNYLA-0116508A,HundredGigE0/0/0/11/2.4001,100000,NYCKNYAL-0223402A,I1001/OTUC2/NYCKNYAL/NYCKNYLA,NYCKNYLA-0116505A,I1001/OTUC2/NYCKNYAL/NYCKNYLA,L1 circuit field is correct as provided
I1001/GE100/GRTWDEGR/MLBODEMB,GRTWDEGR-0115011A,HundredGigE0/5/0/11/2.4001,MLBODEMB-0110404A,HundredGigE0/4/0/11/2.4001,100000,GRTWDEGR-0115008A,I1001/OTUC2/GRTWDEGR/MLBODEMB,MLBODEMB-0110401A,I1001/OTUC2/GRTWDEGR/MLBODEMB,L1 circuit field is correct as provided
I1001/GE100/HMBYNYHB/PCHGNYPH,HMBYNYHB-0111220A,HundredGigE0/4/0/11/2.4001,PCHGNYPH-0111315A,HundredGigE0/5/0/11/2.4001,100000,HMBYNYHB-0111214A,I1001/OTUC2/HMBYNYHB/PCHGNYPH,PCHGNYPH-0111321A,I1001/OTUC2/HMBYNYHB/PCHGNYPH,L1 circuit field is correct as provided
I1002/GE40/NYCKNYRA/NYCKNYRA,NYCKNYRA-0225410A,FortyGigE0/4/0/4.4001,NYCKNYRA-0225412A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1002/GE40/MNHSNYMH/MNHSNYMH,MNHSNYMH-0221108A,FortyGigE0/4/0/4.4001,MNHSNYMH-0221112A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/NYCXNYCR/SCDLNYSR,NYCXNYCR-0555804A,HundredGigE0/5/0/11/2.4001,SCDLNYSR-0115704A,HundredGigE0/4/0/10/2.4001,100000,NYCXNYCR-0555801A,I1001/OTUC2/NYCXNYCR/SCDLNYSR,SCDLNYSR-0115701A,I1001/OTUC2/NYCXNYCR/SCDLNYSR,L1 circuit field is correct as provided
I1001/GE40/MNHSNYMH/MNHSNYMH,MNHSNYMH-0221108A,FortyGigE0/0/0/4.4001,MNHSNYMH-0221112A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1002/GE40/NYCQNYFL/NYCQNYFL,NYCQNYFL-0220205A,FortyGigE0/4/0/4.4001,NYCQNYFL-02229A06A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/EAGLPAEG/WCHSPAWC,EAGLPAEG-0111205A,HundredGigE0/4/0/11/2.4001,WCHSPAWC-0220619A,HundredGigE0/7/0/10/2.4001,100000,EAGLPAEG-0111209A,I1001/OTUC2/EAGLPAEG/WCHSPAWC,WCHSPAWC-0220625A,I1001/OTUC2/EAGLPAEG/WCHSPAWC,L1 circuit field is correct as provided
I1001/GE100/NYCMNY18/NYCMNY30,NYCMNY18-0777203A,HundredGigE0/0/0/11/2.4001,NYCMNY30-02201A06A,HundredGigE0/5/0/10/2.4001,100000,NYCMNY18-0777206A,I1001/OTUC2/NYCMNY18/NYCMNY30,NYCMNY30-02201A03A,I1001/OTUC2/NYCMNY18/NYCMNY30,L1 circuit field is correct as provided
I1019/GE100/WAYNNJAWW01/WAYNNJAWW01,WAYNNJAWW010120110,HundredGigE0/0/1/1.4001,WAYNNJAWW010120111A,HundredGigE0/10/0/1.4001,100000,,,,,L1 circuit field is correct as provided
I1001/GE40/PTCHNYPC/PTCHNYPC,PTCHNYPC-0221430A,FortyGigE0/0/8/0,PTCHNYPC-0221440A,FortyGigE0/1/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE40/NYCKNYBU/NYCKNYBU,NYCKNYBU-0338008A,FortyGigE0/1/0/4.4001,NYCKNYBU-0338013A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/MCNGPAXM/NWSMPAXN,MCNGPAXM-0110108A,HundredGigE0/8/0/11/2.4001,NWSMPAXN-0110307A,HundredGigE0/6/0/11/2.4001,100000,,,,,L1 circuit field is correct as provided
I1002/GE100/HCKNNJHK/NWRKNJ02,HCKNNJHK-0440411A,HundredGigE0/13/0/11/2.4001,NWRKNJ02-0662311A,HundredGigE0/12/0/11/2.4001,100000,HCKNNJHK-0440405A,I1001/OTUC2/HCKNNJHK/NWRKNJ02,NWRKNJ02-0662323A,I1001/OTUC2/HCKNNJHK/NWRKNJ02,L1 circuit field is correct as provided
I1001/GE100/DOVRNJDO/LVTNNJLI,DOVRNJDO-0222008A,HundredGigE0/3/0/11/2.4001,LVTNNJLI-0221002A,HundredGigE0/1/0/11/2.4001,100000,DOVRNJDO-0222002A,I1001/OTUC2/DOVRNJDO/LVTNNJLI,LVTNNJLI-0221008A,I1001/OTUC2/DOVRNJDO/LVTNNJLI,L1 circuit field is correct as provided
I1001/GE40/WNTGNYWT/WNTGNYWT,WNTGNYWT-0114509A,FortyGigE0/0/0/4.4001,WNTGNYWT-0114513A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/NYCQNYFL/SYOSNYGN,NYCQNYFL-0220205A,HundredGigE0/0/0/11/2.4001,SYOSNYGN-0121217A,HundredGigE0/9/0/11/2.4001,100000,NYCQNYFL-0220202A,I1001/OTUC2/NYCQNYFL/SYOSNYGN,SYOSNYGN-0121217B,I1001/OTUC2/NYCQNYFL/SYOSNYGN,L1 circuit field is correct as provided
I1004/GE100/WAYNNJAWW01/WAYNNJAWW01,WAYNNJAWW010120110,HundredGigE0/0/1/1.4001,WAYNNJAWW010120111A,HundredGigE0/8/0/0.4001,100000,,,,,L1 circuit field is correct as provided
I1001/GE40/NYCKNYAL/NYCKNYAL,NYCKNYAL-0223404A,FortyGigE0/0/8/0,NYCKNYAL-0223502A,FortyGigE0/2/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1026/GE100/SYOSNYGN/SYOSNYGN,SYOSNYGN-0121215,HundredGigE0/0/1/1.4001,SYOSNYGN-0121217A,HundredGigE0/10/0/1.4001,100000,,,,,L1 circuit field is correct as provided
I1001/GE40/EDVRNJ01/EDVRNJ01,EDVRNJ01-0110409A,FortyGigE0/11/0/4.4001,EDVRNJ01-0111214A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1002/GE40/LVLTNJSP/LVLTNJSP,LVLTNJSP-0110612A,FortyGigE0/12/0/4.4001,LVLTNJSP-0110912A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE40/BTHYPABH/BTHYPABH,BTHYPABH-0112205A,FortyGigE0/0/8/0,BTHYPABH-0112207A,FortyGigE0/1/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/DGBODEDG/GRTWDEGR,DGBODEDG-0110604A,HundredGigE0/0/0/11/2.4001,GRTWDEGR-0115011A,HundredGigE0/2/0/10/2.4001,100000,DGBODEDG-0110601A,I1001/OTUC2/DGBODEDG/GRTWDEGR,GRTWDEGR-0115008A,I1001/OTUC2/DGBODEDG/GRTWDEGR,L1 circuit field is correct as provided
I1001/GE40/NYCMNY36/NYCMNY36,NYCMNY36-0555509A,FortyGigE0/0/8/0,NYCMNY36-0555605A,FortyGigE0/0/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/EDVRNJ01/LKWDNJLK,EDVRNJ01-0110409A,HundredGigE0/3/0/11/2.4001,LKWDNJLK-0221008A,HundredGigE0/2/0/11/2.4001,100000,EDVRNJ01-0110403A,I1001/OTUC2/EDVRNJ01/LKWDNJLK,LKWDNJLK-0221002A,I1001/OTUC2/EDVRNJ01/LKWDNJLK,L1 circuit field is correct as provided
I1002/GE100/BLTNMN86/MPLTMNFJ,BLTNMN86H0301A10103A,HundredGigE0/5/0/11/2.4001,MPLTMNFJ-01011403A,HundredGigE0/7/0/10/2.4001,100000,,,,,L1 circuit field is correct as provided
I1001/GE40/GRNKNYGN/GRNKNYGN,GRNKNYGN-0223924A,FortyGigE0/0/8/0,GRNKNYGN-0223934A,FortyGigE0/0/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/HMPSNYHS/LYBRNYLB,HMPSNYHS-0332417A,HundredGigE0/8/0/11/2.4001,LYBRNYLB-01153A08A,HundredGigE0/9/0/10/2.4001,100000,HMPSNYHS-0332414A,I1001/OTUC2/HMPSNYHS/LYBRNYLB,LYBRNYLB-01153A02A,I1001/OTUC2/HMPSNYHS/LYBRNYLB,L1 circuit field is correct as provided
I1002/GE40/ARVGNYAV/ARVGNYAV,ARVGNYAV-0000719A,FortyGigE0/5/0/4.4001,ARVGNYAV-0000820A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/FLPKNYFP/HCVLNYHV,FLPKNYFP-0330608A,HundredGigE0/3/0/11/2.4001,HCVLNYHV-0115208A,HundredGigE0/2/0/10/2.4001,100000,FLPKNYFP-0330602A,I1001/OTUC2/FLPKNYFP/HCVLNYHV,HCVLNYHV-0115202A,I1001/OTUC2/FLPKNYFP/HCVLNYHV,L1 circuit field is correct as provided
I1001/GE40/GRCYNYGC/GRCYNYGC,GRCYNYGC-0151005A,FortyGigE0/0/8/0,GRCYNYGC-0151207A,FortyGigE0/11/0/2.4001,40000,,,,,L1 circuit field is correct as provided
I1004/GE40/NYCMNY18/NYCMNY18,NYCMNY18-0777203A,FortyGigE0/15/0/3.4001,NYCMNY18-0778102A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/ERLKNJEL/RVDLNJPL,ERLKNJEL-0110702A,HundredGigE0/3/0/11/2.4001,RVDLNJPL-0226429A,HundredGigE0/3/0/10/2.4001,100000,ERLKNJEL-0110602A,I1001/OTUC2/ERLKNJEL/RVDLNJPL,RVDLNJPL-0226328A,I1001/OTUC2/ERLKNJEL/RVDLNJPL,L1 circuit field is correct as provided
I1003/GE40/NYCKNYBU/NYCKNYBU,NYCKNYBU-0338008A,FortyGigE0/1/0/3.4001,NYCKNYBU-0338014A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/NYCMNYBW/NYCMNYVS,NYCMNYBW-0333818A,HundredGigE0/5/0/5.4001,NYCMNYVS-02220404A,HundredGigE0/5/0/0.4001,100000,,,,,L1 circuit not found
I1002/GE40/NYCKNYBR/NYCKNYBR,NYCKNYBR-0110201A,FortyGigE0/0/7/0,NYCKNYBR-0110304A,FortyGigE0/6/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1002/GE100/BRVLNJBE/NBWKNJNB,BRVLNJBE-0221603A,HundredGigE0/15/0/11/2.4001,NBWKNJNB-0550215A,HundredGigE0/15/0/11/2.4001,100000,BRVLNJBE-0221609A,I1002/OTUC2/BRVLNJBE/NBWKNJNB,NBWKNJNB-0550209A,I1002/OTUC2/BRVLNJBE/NBWKNJNB,L1 circuit field is correct as provided
I1001/GE40/HYBKPAHB/HYBKPAHB,HYBKPAHB-0110512A,FortyGigE0/0/8/0,HYBKPAHB-0110513A,FortyGigE0/0/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/HMBYNYHB/RVHDNYRV,HMBYNYHB-0111220A,HundredGigE0/6/0/11/2.4001,RVHDNYRV-0119208A,HundredGigE0/4/0/11/2.4001,100000,HMBYNYHB-0111214A,I1001/OTUC2/HMBYNYHB/RVHDNYRV,RVHDNYRV-0119202A,I1001/OTUC2/HMBYNYHB/RVHDNYRV,L1 circuit field is correct as provided
I1001/GE100/BLFDNJBL/NWRKNJ02,BLFDNJBL-0110914A,HundredGigE0/4/0/11/2.4001,NWRKNJ02-0662317A,HundredGigE0/6/0/11/2.4001,100000,BLFDNJBL-0110920A,I1001/OTUC2/BLFDNJBL/NWRKNJ02,NWRKNJ02-0662323A,I1001/OTUC2/BLFDNJBL/NWRKNJ02,L1 circuit field is correct as provided
I1001/GE40/SALMNJSA/SALMNJSA,SALMNJSA-0112800A,FortyGigE0/0/8/0,SALMNJSA-0112803A,FortyGigE0/3/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1002/GE40/BGTNNJBG/BGTNNJBG,BGTNNJBG-0116202A,FortyGigE0/0/7/0,BGTNNJBG-0116203A,FortyGigE0/4/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/CRRNMN02/MPLTMNFJ,CRRNMN02-0110103B,HundredGigE0/5/0/11/2.4001,MPLTMNFJ-01011403A,HundredGigE0/6/0/10/2.4001,100000,CRRNMN02-0110103C,I1001/OTUC2/CRRNMN02/MPLTMNFJ,MPLTMNFJ-01011402A,I1001/OTUC2/CRRNMN02/MPLTMNFJ,L1 circuit field is correct as provided
I1001/GE100/NWCSDENC/WLMGDEPR,NWCSDENC-0117913A,HundredGigE0/3/0/11/2.4001,WLMGDEPR-0115405A,HundredGigE0/0/0/11/2.4001,100000,NWCSDENC-0117910A,I1001/OTUC2/NWCSDENC/WLMGDEPR,WLMGDEPR-0115408A,I1001/OTUC2/NWCSDENC/WLMGDEPR,L1 circuit field is correct as provided
I1002/GE40/NYCKNYAY/NYCKNYAY,NYCKNYAY-0335316A,FortyGigE0/5/0/4.4001,NYCKNYAY-0335322A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE40/DNLNNJDU/DNLNNJDU,DNLNNJDU-0111603A,FortyGigE0/11/0/4.4001,DNLNNJDU-0111606A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1004/GE40/NYCQNYNW/NYCQNYNW,NYCQNYNW-0221109A,FortyGigE0/4/0/3.4001,NYCQNYNW-0221212A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/GRNKNYGN/NYCMNY56,GRNKNYGN-0223934A,HundredGigE0/10/0/11/2.4001,NYCMNY56-0880501A,HundredGigE0/3/0/10/2.4001,100000,GRNKNYGN-0223928A,I1001/OTUC2/GRNKNYGN/NYCMNY56,NYCMNY56-0880504A,I1001/OTUC2/GRNKNYGN/NYCMNY56,L1 circuit field is correct as provided
I1002/GE100/MTHLNJMH/PRTNNJPC,MTHLNJMH-0111010A,HundredGigE0/13/0/11/2.4001,PRTNNJPC-0111902A,HundredGigE0/14/0/11/2.4001,100000,MTHLNJMH-0111016A,I1002/OTUC2/MTHLNJMH/PRTNNJPC,PRTNNJPC-0111905A,I1002/OTUC2/MTHLNJMH/PRTNNJPC,L1 circuit field is correct as provided
I1001/GE100/LYBRNYLB/NYCKNYBR,LYBRNYLB-01153A08A,HundredGigE0/10/0/10/2.4001,NYCKNYBR-0110304A,HundredGigE0/0/0/10/2.4001,100000,LYBRNYLB-01153A02A,I1003/OTUC2/LYBRNYLB/NYCKNYBR,NYCKNYBR-0110301A,I1003/OTUC2/LYBRNYLB/NYCKNYBR,L1 circuit field is correct as provided
I1001/GE100/RCPKNJ01/RGWDNJRW,RCPKNJ01-0222116A,HundredGigE0/8/0/11/2.4001,RGWDNJRW-0110427A,HundredGigE0/3/0/11/2.4001,100000,RCPKNJ01-0222122A,I1001/OTUC2/RCPKNJ01/RGWDNJRW,RGWDNJRW-0110326A,I1001/OTUC2/RCPKNJ01/RGWDNJRW,L1 circuit field is correct as provided
I1002/GE100/LYBRNYLB/SYOSNYGN,LYBRNYLB-01153A08A,HundredGigE0/3/0/11/2.4001,SYOSNYGN-0121201A,HundredGigE0/8/0/11/2.4001,100000,LYBRNYLB-01153A02A,I1001/OTUC2/LYBRNYLB/SYOSNYGN,SYOSNYGN-0121201B,I1001/OTUC2/LYBRNYLB/SYOSNYGN,L1 circuit field is correct as provided
I1001/GE100/DRPKNYDP/SYVLNYSA,DRPKNYDP-0112326A,HundredGigE0/8/0/11/2.4001,SYVLNYSA-0112726A,HundredGigE0/0/0/11/2.4001,100000,DRPKNYDP-0112320A,I1001/OTUC2/DRPKNYDP/SYVLNYSA,SYVLNYSA-0112720A,I1001/OTUC2/DRPKNYDP/SYVLNYSA,L1 circuit field is correct as provided
I1015/GE100/WAYNNJAWW01/WAYNNJAWW01,WAYNNJAWW010120110,HundredGigE0/0/1/1.4001,WAYNNJAWW010120111A,HundredGigE0/13/0/1.4001,100000,,,,,L1 circuit field is correct as provided
I1001/GE40/LMVLNJLV/LMVLNJLV,LMVLNJLV-0110312A,FortyGigE0/0/8/0,LMVLNJLV-0111013A,FortyGigE0/3/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE40/NBWKNJNB/NBWKNJNB,NBWKNJNB-0550221A,FortyGigE0/11/0/4.4001,NBWKNJNB-0550228A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/MTVRNYMV/YNKRNYYN,MTVRNYMV-01117A24A,HundredGigE0/0/0/11/2.4001,YNKRNYYN-0337806A,HundredGigE0/2/0/11/2.4001,100000,MTVRNYMV-01117A21A,I1001/OTUC2/MTVRNYMV/YNKRNYYN,YNKRNYYN-0337803A,I1001/OTUC2/MTVRNYMV/YNKRNYYN,L1 circuit field is correct as provided
