CKT_TRAIL_ID,TRAIL_NAME,A_EQUIPMENT_TID,A_EQUIPMENT_MODEL,Z_EQUIPMENT_TID,Z_EQUIPMENT_MODEL
92859,I1001/OTUC2/NYCXNYMH/NYCXNYTR,NYCXNYMH-0223404A,CISCO_NCS4016_SHELF,NYCXNYTR-0335017A,CISCO NCS4016 SHELF
134263,I1001/OTUC2/NYCXNYMH/PRRVNYNP,,,,
93032,I1001/OTUC2/OKLDCACV/SNFFCADK,OKLDCACV-08615A,CISCO_NCS4016_SHELF,SNFFCADK-0551629A,CISCO_NCS4016_SHELF
92869,I1001/OTUC2/OKLDCAMP/SNFECA11,OKLDCAMP-0222510A,CISCO_NCS4016_SHELF,SNFECA11-0121011A,CISCO_NCS4016_SHELF
30815,I1001/OTUC2/OKLDNJ01/RCPKNJ01,OKLDNJ01-0110115A,CISCO_NCS4016_SHELF,RCPKNJ01-0222116A,CISCO_NCS4016_SHELF
31216,I1001/OTUC2/OKLDNJ01/RVDLNJPL,OKLDNJ01-0110115A,CISCO_NCS4016_SHELF,RVDLNJPL-0226429A,CISCO_NCS4016_SHELF
133551,I1001/OTUC2/OKMTPAOA/PEHLPAPH,OKMTPAOA-0111510A,CISCO_NCS4016_SHELF,PEHLPAPH-0220605A,CISCO_NCS4016_SHELF
133552,I1001/OTUC2/OKMTPAOA/PITBPAEL,OKMTPAOA-0111510A,CISCO_NCS4016_SHELF,PITBPAEL-0112604A,CISCO_NCS4016_SHELF
121286,I1001/OTUC2/OLDSFLAU/PTCYFLBK,OLDSFLAU-0110202A,CISCO NCS4009 SHELF,PTCYFLBK-0130307A,CISCO NCS4016 SHELF
93751,I1001/OTUC2/OLDSFLAU/TAMQFLSZ,OLDSFLAU-0110202A,CISCO NCS4009 SHELF,TAMQFLSZ-01828A,CISCO NCS4016 SHELF
95339,I1001/OTUC2/OMAHNE16/OMAHNEUV,OMAHNE16-0410333A,CISCO NCS4016 SHELF,OMAHNEUV-0110101B,CISCO NCS4009 SHELF
95337,I1001/OTUC2/OMAHNE16/OMALNEXUH07,OMAHNE16-0410333A,CISCO NCS4016 SHELF,OMALNEXUH070150113A,CISCO NCS4016 SHELF
95341,I1001/OTUC2/OMAHNE16/WTRLNEAB,OMAHNE16-0410333A,CISCO NCS4016 SHELF,WTRLNEAB-0110101B,CISCO NCS4009 SHELF
98513,I1001/OTUC2/OMAHNEBA/OMAHNEUV,OMAHNEBA-022111A,CISCO_NCS4016_SHELF,OMAHNEUV-0110101B,CISCO NCS4009 SHELF
95336,I1001/OTUC2/OMAHNEBA/OMALNEXUH07,OMAHNEBA-022111A,CISCO_NCS4016_SHELF,OMALNEXUH070150113A,CISCO NCS4016 SHELF
98609,I1001/OTUC2/OMAHNEBA/WTRLNEAB,OMAHNEBA-022111A,CISCO_NCS4016_SHELF,WTRLNEAB-0110101B,CISCO NCS4009 SHELF
104001,I1001/OTUC2/OMAHNEUV/OMALNEXUH07,OMAHNEUV-0110101B,CISCO NCS4009 SHELF,OMALNEXUH070150113A,CISCO NCS4016 SHELF
97864,I1001/OTUC2/OMALNEXUH07/WTRLNEAB,OMALNEXUH070150113A,CISCO NCS4016 SHELF,WTRLNEAB-0110101B,CISCO NCS4009 SHELF
97914,I1001/OTUC2/ORBGNYOB/WHVRNYWH,ORBGNYOB-01108906A,CISCO_NCS4016_SHELF,WHVRNYWH-0001104A,CISCO_NCS4016_SHELF
85738,I1001/OTUC2/ORLDFL60/ORLDFLCD,ORLDFL60-0330211A,CISCO NCS4016 SHELF,ORLDFLCD-013414A,CISCO_NCS4016_SHELF
85739,I1001/OTUC2/ORLDFL60/ORLDFLRR,ORLDFL60-0330211A,CISCO NCS4016 SHELF,ORLDFLRR-061804A,CISCO_NCS4016_SHELF
85734,I1001/OTUC2/ORLDFLCD/ORLEFLIQ,ORLDFLCD-013414A,CISCO_NCS4016_SHELF,ORLEFLIQ-012103A,CISCO_NCS4016_SHELF
85741,I1001/OTUC2/ORLDFLRR/ORLHFL01W02,ORLDFLRR-061804A,CISCO_NCS4016_SHELF,ORLHFL01W020130207A,CISCO NCS4016 SHELF
124466,I1001/OTUC2/ORLEFLIQ/ORLHFL01W02,ORLEFLIQ-012103A,CISCO_NCS4016_SHELF,ORLHFL01W020130207A,CISCO NCS4016 SHELF
133357,I1001/OTUC2/ORLHFL01W02/ORLLFLJC,ORLHFL01W020130207A,CISCO NCS4016 SHELF,ORLLFLJC-01000101B,CISCO NCS4009 SHELF
103914,I1001/OTUC2/OSNGNYOS/PASNNYPN,OSNGNYOS-0222110A,CISCO_NCS4016_SHELF,PASNNYPN-0110009A,CISCO_NCS4016_SHELF
105025,I1001/OTUC2/OSNGNYOS/PTVYNYPY,OSNGNYOS-0222110A,CISCO_NCS4016_SHELF,PTVYNYPY-0110306A,CISCO NCS4016 SHELF
128930,I1001/OTUC2/OSNGNYOS/SSLMNYSS,OSNGNYOS-0222110A,CISCO_NCS4016_SHELF,SSLMNYSS-0111101A,CISCO_NCS4016_SHELF
103219,I1001/OTUC2/OSNGNYOS/YNKRNYYN,OSNGNYOS-0222110A,CISCO_NCS4016_SHELF,YNKRNYYN-0337806A,CISCO_NCS4016_SHELF
105033,I1001/OTUC2/OSNGNYOS/YRTWNYYT,OSNGNYOS-0222110A,CISCO_NCS4016_SHELF,YRTWNYYT-0112008A,CISCO_NCS4016_SHELF
101002,I1001/OTUC2/OXFRPAOX/WCHSPAWC,OXFRPAOX-0110520A,CISCO_NCS4016_SHELF,WCHSPAWC-0220619A,CISCO_NCS4016_SHELF
116796,I1001/OTUC2/OYBANYOY/PTWANYPW,OYBANYOY-0112313A,CISCO_NCS4016_SHELF,PTWANYPW-0114108A,CISCO_NCS4016_SHELF
96243,I1001/OTUC2/OYBANYOY/RSLNNYRO,OYBANYOY-0112313A,CISCO_NCS4016_SHELF,RSLNNYRO-0222109A,CISCO_NCS4016_SHELF
89610,I1001/OTUC2/OYBANYOY/SYOSNYSY,OYBANYOY-0112313A,CISCO_NCS4016_SHELF,SYOSNYSY-0112317A,CISCO_NCS4016_SHELF
96248,I1001/OTUC2/OYBANYOY/WDMRNYFR,OYBANYOY-0112313A,CISCO_NCS4016_SHELF,WDMRNYFR-0222642A,CISCO_NCS4016_SHELF
89653,I1001/OTUC2/OYBANYOY/WNTGNYWT,OYBANYOY-0112313A,CISCO_NCS4016_SHELF,WNTGNYWT-0114509A,CISCO_NCS4016_SHELF
131644,I1001/OTUC2/PAMBNJPM/PSWYNJ35,PAMBNJPM-0330754A,CISCO_NCS4016_SHELF,PSWYNJ35-0113629A,CISCO_NCS4016_SHELF
103691,I1001/OTUC2/PAMBNJPM/WDBRNJWD,PAMBNJPM-0330754A,CISCO_NCS4016_SHELF,WDBRNJWD-0110112A,CISCO_NCS4016_SHELF
132486,I1001/OTUC2/PAMBNJPM/WLTPNJ22,PAMBNJPM-0330754A,CISCO_NCS4016_SHELF,WLTPNJ22-0110212A,CISCO NCS4016 SHELF
100768,I1001/OTUC2/PAMBNJPM/WSFDNJWS,PAMBNJPM-0330754A,CISCO_NCS4016_SHELF,WSFDNJWS-0223203A,CISCO_NCS4016_SHELF
132519,I1001/OTUC2/PAOLPAPA/WAYNPAWY,PAOLPAPA-0002823A,CISCO_NCS4016_SHELF,WAYNPAWY-0226704A,CISCO_NCS4016_SHELF
132517,I1001/OTUC2/PAOLPAPA/WCHSPAWC,PAOLPAPA-0002823A,CISCO_NCS4016_SHELF,WCHSPAWC-0220619A,CISCO_NCS4016_SHELF
98885,I1001/OTUC2/PCHGNYPH/PJSTNYPJ,PCHGNYPH-0111315A,CISCO_NCS4016_SHELF,PJSTNYPJ-0110107A,CISCO_NCS4016_SHELF
132483,I1001/OTUC2/PCHGNYPH/SATNNYSN,PCHGNYPH-0111315A,CISCO_NCS4016_SHELF,SATNNYSN-0110636A,CISCO_NCS4016_SHELF
132493,I1001/OTUC2/PCHGNYPH/SGHRNYSG,PCHGNYPH-0111315A,CISCO_NCS4016_SHELF,SGHRNYSG-0111005A,CISCO_NCS4016_SHELF
98874,I1001/OTUC2/PCHGNYPH/SLDNNYSE,PCHGNYPH-0111315A,CISCO_NCS4016_SHELF,SLDNNYSE-0114623A,CISCO_NCS4016_SHELF
125251,I1001/OTUC2/PCHGNYPH/SYVLNYSA,PCHGNYPH-0111315A,CISCO_NCS4016_SHELF,SYVLNYSA-0112726A,CISCO_NCS4016_SHELF
125254,I1001/OTUC2/PCHGNYPH/WHBHNYWB,PCHGNYPH-0111315A,CISCO_NCS4016_SHELF,WHBHNYWB-0110008A,CISCO_NCS4016_SHELF
132703,I1001/OTUC2/PEHLPAPH/PITBPADT,,,,
132702,I1001/OTUC2/PEHLPAPH/PITBPANS,PEHLPAPH-0220605A,CISCO_NCS4016_SHELF,PITBPANS-0114306A,CISCO_FIBERSHUFFLE_SHELF
132707,I1001/OTUC2/PEHLPAPH/TRCKPATC,PEHLPAPH-0220605A,CISCO_NCS4016_SHELF,TRCKPATC-0331401A,CISCO_NCS4016_SHELF
34222,I1001/OTUC2/PGHKNYSH/PGHKNYSP,PGHKNYSH-0110218A,CISCO_NCS4016_SHELF,PGHKNYSP-0112413A,CISCO_NCS4016_SHELF
34379,I1001/OTUC2/PGHKNYSH/WPFLNYWF,PGHKNYSH-0110218A,CISCO_NCS4016_SHELF,WPFLNYWF-0111409A,CISCO_NCS4016_SHELF
34281,I1001/OTUC2/PGHKNYSP/WPFLNYWF,PGHKNYSP-0112413A,CISCO_NCS4016_SHELF,WPFLNYWF-0111409A,CISCO_NCS4016_SHELF
113633,I1001/OTUC2/PGTWPAPT/RYFRPARF,PGTWPAPT-0110703A,CISCO NCS4016 SHELF,RYFRPARF-0112033A,CISCO_NCS4016_SHELF
113634,I1001/OTUC2/PGTWPAPT/WAYNPAWY,PGTWPAPT-0110703A,CISCO NCS4016 SHELF,WAYNPAWY-0226704A,CISCO_NCS4016_SHELF
103731,I1001/OTUC2/PHBGNJPH/SUCCNJSU,PHBGNJPH-0111408A,CISCO NCS4016 SHELF,SUCCNJSU-0115114A,CISCO_NCS4016_SHELF
101161,I1001/OTUC2/PHLAPABA/PHLAPAGE,PHLAPABA-0118620A,CISCO_NCS4016_SHELF,PHLAPAGE-0332707A,CISCO_NCS4016_SHELF
132520,I1001/OTUC2/PHLAPACH/PHLAPAGE,PHLAPACH-0331505A,CISCO_NCS4016_SHELF,PHLAPAGE-0332707A,CISCO_NCS4016_SHELF
101211,I1001/OTUC2/PHLAPADB/PHLAPAGE,PHLAPADB-0110911A,CISCO_NCS4016_SHELF,PHLAPAGE-0332707A,CISCO_NCS4016_SHELF
101090,I1001/OTUC2/PHLAPADB/PHLAPAWV,PHLAPADB-0110911A,CISCO_NCS4016_SHELF,PHLAPAWV-0331212A,CISCO_NCS4016_SHELF
113642,I1001/OTUC2/PHLAPADE/PHLAPAEW,PHLAPADE-0118404A,CISCO_NCS4016_SHELF,PHLAPAEW-0113405A,CISCO_NCS4016_SHELF
105421,I1001/OTUC2/PHLAPADE/PHLAPAFG,PHLAPADE-0118404A,CISCO_NCS4016_SHELF,PHLAPAFG-0440117A,CISCO_NCS4016_SHELF
100200,I1001/OTUC2/PHLAPADE/PHLAPALO,PHLAPADE-0118404A,CISCO_NCS4016_SHELF,PHLAPALO-12121208A,CISCO_NCS4016_SHELF
132348,I1001/OTUC2/PHLAPADE/PHLAPALU,PHLAPADE-0118404A,CISCO_NCS4016_SHELF,PHLAPALU-0331002A,CISCO_NCS4016_SHELF
132365,I1001/OTUC2/PHLAPADE/PHLAPAOE,PHLAPADE-0118404A,CISCO_NCS4016_SHELF,PHLAPAOE-0110307A,CISCO_NCS4016_SHELF
101190,I1001/OTUC2/PHLAPADE/PHLAPASA,PHLAPADE-0118404A,CISCO_NCS4016_SHELF,PHLAPASA-0111011A,CISCO_NCS4016_SHELF
131956,I1001/OTUC2/PHLAPADE/RDPKPARP,PHLAPADE-0118404A,CISCO_NCS4016_SHELF,RDPKPARP-0110411A,CISCO_NCS4016_SHELF
131224,I1001/OTUC2/PHLAPADE/SPFDPASF,PHLAPADE-0118404A,CISCO_NCS4016_SHELF,SPFDPASF-0112605A,CISCO_NCS4016_SHELF
113636,I1001/OTUC2/PHLAPAEV/PHLAPALO,PHLAPAEV-0111705A,CISCO_NCS4016_SHELF,PHLAPALO-12121302A,CISCO_NCS4016_SHELF
113638,I1001/OTUC2/PHLAPAEV/PHLAPASH,PHLAPAEV-0111705A,CISCO_NCS4016_SHELF,PHLAPASH-0113118A,CISCO_NCS4016_SHELF
105420,I1001/OTUC2/PHLAPAEW/PHLAPALU,PHLAPAEW-0113405A,CISCO_NCS4016_SHELF,PHLAPALU-0331002A,CISCO_NCS4016_SHELF
132428,I1001/OTUC2/PHLAPAFG/PHLAPALO,PHLAPAFG-0440117A,CISCO_NCS4016_SHELF,PHLAPALO-12121208A,CISCO_NCS4016_SHELF
132586,I1001/OTUC2/PHLAPAFG/PHLAPAMK,PHLAPAFG-0440117A,CISCO_NCS4016_SHELF,PHLAPAMK-0995604A,CISCO_NCS4016_SHELF
131485,I1001/OTUC2/PHLAPAFG/PHLAPASD,PHLAPAFG-0440117A,CISCO_NCS4016_SHELF,PHLAPASD-01R105A,CISCO_NCS4016_SHELF
132429,I1001/OTUC2/PHLAPAGE/PHLAPAIV,PHLAPAGE-0332707A,CISCO_NCS4016_SHELF,PHLAPAIV-0221317A,CISCO_NCS4016_SHELF
29188,I1001/OTUC2/PHLAPAGE/PHLAPALO,PHLAPAGE-0332707A,CISCO_NCS4016_SHELF,PHLAPALO-12121205A,CISCO_NCS4016_SHELF
101200,I1001/OTUC2/PHLAPAGE/PHLAPAPI,PHLAPAGE-0332707A,CISCO_NCS4016_SHELF,PHLAPAPI-0112607A,CISCO_NCS4016_SHELF
132307,I1001/OTUC2/PHLAPAGE/PHLAPATR,PHLAPAGE-0332707A,CISCO_NCS4016_SHELF,PHLAPATR-0225502A,CISCO_NCS4016_SHELF
132434,I1001/OTUC2/PHLAPAJE/PHLAPAMK,PHLAPAJE-0114305A,CISCO_NCS4016_SHELF,PHLAPAMK-0995501A,CISCO_NCS4016_SHELF
132431,I1001/OTUC2/PHLAPAJE/PHLAPAWV,PHLAPAJE-0114305A,CISCO_NCS4016_SHELF,PHLAPAWV-0331212A,CISCO_NCS4016_SHELF
101204,I1001/OTUC2/PHLAPAKR/PHLAPALO,PHLAPAKR-0222604A,CISCO_NCS4016_SHELF,PHLAPALO-12121302A,CISCO_NCS4016_SHELF
113657,I1001/OTUC2/PHLAPAKR/PHLAPAWV,PHLAPAKR-0222604A,CISCO_NCS4016_SHELF,PHLAPAWV-0331212A,CISCO_NCS4016_SHELF
113649,I1001/OTUC2/PHLAPAKR/TULYPATU,PHLAPAKR-0222604A,CISCO_NCS4016_SHELF,TULYPATU-0225829A,CISCO_NCS4016_SHELF
101091,I1001/OTUC2/PHLAPALO/PHLAPAMK,PHLAPALO-12121302A,CISCO_NCS4016_SHELF,PHLAPAMK-0995604A,CISCO_NCS4016_SHELF
113647,I1001/OTUC2/PHLAPALO/PHLAPAPE,PHLAPALO-12121208A,CISCO_NCS4016_SHELF,PHLAPAPE-0222216A,CISCO_NCS4016_SHELF
113643,I1001/OTUC2/PHLAPALO/PHLAPAPO,PHLAPALO-12121302A,CISCO_NCS4016_SHELF,PHLAPAPO-0110602A,CISCO_NCS4016_SHELF
28529,I1001/OTUC2/PHLAPALO/PHLAPASD,PHLAPALO-12121205A,CISCO_NCS4016_SHELF,PHLAPASD-01R105A,CISCO_NCS4016_SHELF
100703,I1001/OTUC2/PHLAPALO/PHLAPASH,PHLAPALO-12121302A,CISCO_NCS4016_SHELF,PHLAPASH-0113118A,CISCO_NCS4016_SHELF
101186,I1001/OTUC2/PHLAPALO/PHLAPAWV,PHLAPALO-12121208A,CISCO_NCS4016_SHELF,PHLAPAWV-0331212A,CISCO_NCS4016_SHELF
104753,I1001/OTUC2/PHLAPALO/PHLBPAMY,PHLAPALO-12121305A,CISCO_NCS4016_SHELF,PHLBPAMY-02AC03A,CISCO_NCS4016_SHELF
100399,I1001/OTUC2/PHLAPALO/PTTWPAPT,PHLAPALO-12121302A,CISCO_NCS4016_SHELF,PTTWPAPT-0220906A,CISCO_NCS4016_SHELF
113269,I1001/OTUC2/PHLAPALO/RYFRPARF,PHLAPALO-12121302A,CISCO_NCS4016_SHELF,RYFRPARF-0112033A,CISCO_NCS4016_SHELF
113479,I1001/OTUC2/PHLAPALO/TULYPATU,PHLAPALO-12121208A,CISCO_NCS4016_SHELF,TULYPATU-0225829A,CISCO_NCS4016_SHELF
28676,I1001/OTUC2/PHLAPALO/WAYNPAWY,PHLAPALO-12121305A,CISCO_NCS4016_SHELF,WAYNPAWY-0226704A,CISCO_NCS4016_SHELF
100404,I1001/OTUC2/PHLAPALO/WCHSPAWC,PHLAPALO-12121302A,CISCO_NCS4016_SHELF,WCHSPAWC-0220619A,CISCO_NCS4016_SHELF
113444,I1001/OTUC2/PHLAPALO/YRDLPAYL,PHLAPALO-12121208A,CISCO_NCS4016_SHELF,YRDLPAYL-0116110A,CISCO NCS4016 SHELF
132349,I1001/OTUC2/PHLAPALU/PHLAPASH,PHLAPALU-0331002A,CISCO_NCS4016_SHELF,PHLAPASH-0113118A,CISCO_NCS4016_SHELF
100667,I1001/OTUC2/PHLAPAMK/PHLAPAMK,PHLAPAMK-0995501A,CISCO_NCS4016_SHELF,PHLAPAMK-0995604A,CISCO_NCS4016_SHELF
132357,I1001/OTUC2/PHLAPAMK/PHLAPAMY,PHLAPAMK-0995501A,CISCO_NCS4016_SHELF,PHLAPAMY-0110704A,CISCO_NCS4016_SHELF
132360,I1001/OTUC2/PHLAPAMK/PHLAPAOE,PHLAPAMK-0995501A,CISCO_NCS4016_SHELF,PHLAPAOE-0110307A,CISCO_NCS4016_SHELF
132303,I1001/OTUC2/PHLAPAMK/PHLAPAOR,PHLAPAMK-0995501A,CISCO_NCS4016_SHELF,PHLAPAOR-0113515A,CISCO_NCS4016_SHELF
113648,I1001/OTUC2/PHLAPAMK/PHLAPAPE,PHLAPAMK-0995501A,CISCO_NCS4016_SHELF,PHLAPAPE-0222216A,CISCO_NCS4016_SHELF
113640,I1001/OTUC2/PHLAPAMK/PHLAPAPO,PHLAPAMK-0995501A,CISCO_NCS4016_SHELF,PHLAPAPO-0110602A,CISCO_NCS4016_SHELF
113639,I1001/OTUC2/PHLAPAMK/PHLAPARE,PHLAPAMK-0995501A,CISCO_NCS4016_SHELF,PHLAPARE-0114411A,CISCO_NCS4016_SHELF
132305,I1001/OTUC2/PHLAPAMK/PHLAPASD,PHLAPAMK-0995604A,CISCO_NCS4016_SHELF,PHLAPASD-01R105A,CISCO_NCS4016_SHELF
132309,I1001/OTUC2/PHLAPAMK/PHLBPAMY,PHLAPAMK-0995604A,CISCO_NCS4016_SHELF,PHLBPAMY-02AC03A,CISCO_NCS4016_SHELF
132359,I1001/OTUC2/PHLAPAMY/PHLAPAWV,PHLAPAMY-0110704A,CISCO_NCS4016_SHELF,PHLAPAWV-0331212A,CISCO_NCS4016_SHELF
132304,I1001/OTUC2/PHLAPAOR/PHLAPAWV,PHLAPAOR-0113515A,CISCO_NCS4016_SHELF,PHLAPAWV-0331212A,CISCO_NCS4016_SHELF
101150,I1001/OTUC2/PHLAPAPI/PHLAPAWV,PHLAPAPI-0112607A,CISCO_NCS4016_SHELF,PHLAPAWV-0331212A,CISCO_NCS4016_SHELF
113637,I1001/OTUC2/PHLAPARE/PHLAPAWV,PHLAPARE-0114411A,CISCO_NCS4016_SHELF,PHLAPAWV-0331212A,CISCO_NCS4016_SHELF
101195,I1001/OTUC2/PHLAPASA/PHLAPASH,PHLAPASA-0111011A,CISCO_NCS4016_SHELF,PHLAPASH-0113118A,CISCO_NCS4016_SHELF
132308,I1001/OTUC2/PHLAPASH/PHLAPATR,PHLAPASH-0113118A,CISCO_NCS4016_SHELF,PHLAPATR-0225502A,CISCO_NCS4016_SHELF
131220,I1001/OTUC2/PHLAPASH/SPFDPASF,PHLAPASH-0113118A,CISCO_NCS4016_SHELF,SPFDPASF-0112605A,CISCO_NCS4016_SHELF
131959,I1001/OTUC2/PHLBPAMY/WMTPPAAA,PHLBPAMY-02AC03A,CISCO_NCS4016_SHELF,WMTPPAAA-0121004A,CISCO NCS4016 SHELF
95959,I1001/OTUC2/PHNDAZUL/PHNXAZ72,PHNDAZUL-0111003A,CISCO_NCS4016_SHELF,PHNXAZ72-01502A,CISCO NCS4009 SHELF
93505,I1001/OTUC2/PHNDAZUL/PHNZAZZJ,PHNDAZUL-0111003A,CISCO_NCS4016_SHELF,PHNZAZZJ-0221303A,CISCO_NCS4016_SHELF
95562,I1001/OTUC2/PHNXAZ72/PHNZAZZJ,PHNXAZ72-01502A,CISCO NCS4009 SHELF,PHNZAZZJ-0221303A,CISCO_NCS4016_SHELF
133963,I1001/OTUC2/PHNZAZZJ/TEMQAZKW,PHNZAZZJ-0221303A,CISCO_NCS4016_SHELF,TEMQAZKW-01010305A,CISCO NCS4016 SHELF
133553,I1001/OTUC2/PITBPAAL/PITBPACA,PITBPAAL-0226001A,CISCO_NCS4016_SHELF,PITBPACA-0220506A,CISCO_NCS4016_SHELF
100785,I1001/OTUC2/PITBPACA/PITBPADT,PITBPACA-0220506A,CISCO_NCS4016_SHELF,PITBPADT-16160515A,CISCO_NCS4016_SHELF
100790,I1001/OTUC2/PITBPACA/PITBPANS,PITBPACA-0220506A,CISCO_NCS4016_SHELF,PITBPANS-0114309A,CISCO_NCS4016_SHELF
133557,I1001/OTUC2/PITBPACA/PLHSPAPH,PITBPACA-0220506A,CISCO_NCS4016_SHELF,PLHSPAPH-0110325A,CISCO_NCS4016_SHELF
132953,I1001/OTUC2/PITBPACA/TRCKPATC,PITBPACA-0220506A,CISCO_NCS4016_SHELF,TRCKPATC-0331401A,CISCO_NCS4016_SHELF
99261,I1001/OTUC2/PITBPADT/PITBPAEL,PITBPADT-16160515A,CISCO_NCS4016_SHELF,PITBPAEL-0112604A,CISCO_NCS4016_SHELF
92109,I1001/OTUC2/PITBPADT/PITBPALP,PITBPADT-16160515A,CISCO_NCS4016_SHELF,PITBPALP-011859A,CISCO NCS4016 SHELF
82265,I1001/OTUC2/PITBPADT/PITBPANS,PITBPADT-16160515A,CISCO_NCS4016_SHELF,PITBPANS-0114309A,CISCO_NCS4016_SHELF
132948,I1001/OTUC2/PITBPADT/PITBPAOK,PITBPADT-16160515A,CISCO_NCS4016_SHELF,PITBPAOK-0226501A,CISCO_NCS4016_SHELF
92115,I1001/OTUC2/PITBPADT/PITBPAOY,PITBPADT-16160515A,CISCO_NCS4016_SHELF,PITBPAOY-0150133A,CISCO NCS4016 SHELF
101350,I1001/OTUC2/PITBPADT/PYVLPAPE,PITBPADT-16160515A,CISCO_NCS4016_SHELF,PYVLPAPE-0110717A,CISCO_NCS4016_SHELF
99337,I1001/OTUC2/PITBPADT/TRCKPATC,PITBPADT-16160515A,CISCO_NCS4016_SHELF,TRCKPATC-0331401A,CISCO_NCS4016_SHELF
99266,I1001/OTUC2/PITBPAEL/PITBPANS,PITBPAEL-0112604A,CISCO_NCS4016_SHELF,PITBPANS-0114309A,CISCO_NCS4016_SHELF
132946,I1001/OTUC2/PITBPAEL/PITBPAOK,PITBPAEL-0112604A,CISCO_NCS4016_SHELF,PITBPAOK-0226501A,CISCO_NCS4016_SHELF
133554,I1001/OTUC2/PITBPAEL/PITBPASQ,PITBPAEL-0112604A,CISCO_NCS4016_SHELF,PITBPASQ-0111703A,CISCO_NCS4016_SHELF
133559,I1001/OTUC2/PITBPAEL/PYVLPAPE,PITBPAEL-0112604A,CISCO_NCS4016_SHELF,PYVLPAPE-0110717A,CISCO_NCS4016_SHELF
133451,I1001/OTUC2/PITBPAEL/ROCHPARC,PITBPAEL-0112604A,CISCO_NCS4016_SHELF,ROCHPARC-0112807A,CISCO NCS4016 SHELF
133561,I1001/OTUC2/PITBPAEL/SHSAPASH,PITBPAEL-0112604A,CISCO_NCS4016_SHELF,SHSAPASH-0221404A,CISCO_NCS4016_SHELF
132640,I1001/OTUC2/PITBPAEL/WKBGPAWK,PITBPAEL-0112604A,CISCO_NCS4016_SHELF,,
92117,I1001/OTUC2/PITBPANS/PITBPAOY,PITBPANS-0114309A,CISCO_NCS4016_SHELF,PITBPAOY-0150133A,CISCO NCS4016 SHELF
100792,I1001/OTUC2/PITBPANS/PYVLPAPE,PITBPANS-0114309A,CISCO_NCS4016_SHELF,PYVLPAPE-0110717A,CISCO_NCS4016_SHELF
99336,I1001/OTUC2/PITBPANS/TRCKPATC,PITBPANS-0114309A,CISCO_NCS4016_SHELF,TRCKPATC-0331401A,CISCO_NCS4016_SHELF
131813,I1001/OTUC2/PIVLPAPV/YRDLPAYL,PIVLPAPV-0150003A,CISCO_NCS4016_SHELF,YRDLPAYL-0116110A,CISCO NCS4016 SHELF
97848,I1001/OTUC2/PJSTNYPJ/RVHDNYRV,PJSTNYPJ-0110107A,CISCO_NCS4016_SHELF,RVHDNYRV-0119208A,CISCO_NCS4016_SHELF
125145,I1001/OTUC2/PJSTNYPJ/SHHMNYSH,PJSTNYPJ-0110107A,CISCO_NCS4016_SHELF,SHHMNYSH-0110407A,CISCO_NCS4016_SHELF
98884,I1001/OTUC2/PJSTNYPJ/SLDNNYSE,PJSTNYPJ-0110107A,CISCO_NCS4016_SHELF,SLDNNYSE-0114623A,CISCO_NCS4016_SHELF
96465,I1001/OTUC2/PKSKNYPS/YNKRNYYN,PKSKNYPS-0110520A,CISCO_NCS4016_SHELF,YNKRNYYN-0337806A,CISCO_NCS4016_SHELF
89582,I1001/OTUC2/PLFDNJPF/WSFDNJWS,PLFDNJPF-0220603A,CISCO_NCS4016_SHELF,WSFDNJWS-0223203A,CISCO_NCS4016_SHELF
130425,I1001/OTUC2/PLRMNJ01/VLLSNJ02,PLRMNJ01-0112012A,CISCO NCS4016 SHELF,VLLSNJ02-0110002A,CISCO_NCS4016_SHELF
131245,I1001/OTUC2/PLRMNJ01/WLWDNJWI,PLRMNJ01-0112012A,CISCO NCS4016 SHELF,WLWDNJWI-0110414A,CISCO NCS4016 SHELF
96276,I1001/OTUC2/PLVWNYPV/SYOSNYSY,PLVWNYPV-0110810A,CISCO_NCS4016_SHELF,SYOSNYSY-0112317A,CISCO_NCS4016_SHELF
98787,I1001/OTUC2/PMBHFLDR/PMBRFLTFH02,PMBHFLDR-0120206A,CISCO NCS4016 SHELF,PMBRFLTFH0201030406A,CISCO_NCS4016_SHELF
131828,I1001/OTUC2/PNBGPAPB/PTTWPAPT,PNBGPAPB-0111406A,CISCO_NCS4016_SHELF,PTTWPAPT-0220906A,CISCO NCS4016 SHELF
124249,I1001/OTUC2/PNSCFL35/PNSCFLFN,PNSCFL35-0111302A,CISCO NCS4016 SHELF,PNSCFLFN-01419A,CISCO NCS4016 SHELF
124246,I1001/OTUC2/PNSCFL35/PNSDFL08,PNSCFL35-0111302A,CISCO NCS4016 SHELF,PNSDFL08-0110101B,CISCO NCS4009 SHELF
122658,I1001/OTUC2/PNSCFLFN/PNSDFL08,PNSCFLFN-01419A,CISCO NCS4016 SHELF,PNSDFL08-0110101B,CISCO NCS4009 SHELF
126936,I1001/OTUC2/POMNNYPO/WHVRNYWH,POMNNYPO-0111612A,CISCO_NCS4016_SHELF,WHVRNYWH-0001104A,CISCO_NCS4016_SHELF
101145,I1001/OTUC2/PRBGPAPB/WAYNPAWY,PRBGPAPB-0111906A,CISCO_NCS4016_SHELF,WAYNPAWY-0226704A,CISCO_NCS4016_SHELF
