CKT_TRAIL_ID,TRAIL_NAME,A_EQUIPMENT_TID,A_EQUIPMENT_MODEL,Z_EQUIPMENT_TID,Z_EQUIPMENT_MODEL
103317,/KGGS/738183//NJ,CHPQNYCP-0111104A,CS NCS4202 DC SHELF,NWRCNY-0330604A,CS NCS4202 DC SHELF
103344,/KGGS/738184//NJ,PSWYNJCF-0100001A,CS NCS4202 DC SHELF,PSWYNJCF-0100001A,CS NCS4202 DC SHELF
103381,/KGGS/738185//NJ,ORNGNJDI-RFCAB01A,CS NCS4202 DC SHELF,ORNGNJDI-RFCAB01A,CS NCS4202 DC SHELF
103385,/KGGS/738186//NJ,ELZBNJVC-CG00001A,CS NCS4202 DC SHELF,ELZBNJVC-CG00001A,CS NCS4202 DC SHELF
103944,/KGGS/738189//NJ,PSSCNJFI-00000WMAA,CS NCS4202 SHELF,PSSCNJFI-00000WMAA,CS NCS4202 SHELF
103952,/KGGS/738190//NJ,NWRLNJGV-RFCAB01A,CS NCS4202 DC SHELF,NWRLNJGV-RFCAB01A,CS NCS4202 DC SHELF
103954,/KGGS/738191//NJ,SSHGNJAA-CB00001A,CS NCS4202 DC SHELF,SSHGNJAA-CB00001A,CS NCS4202 DC SHELF
103955,/KGGS/738192//NJ,PRNYNJ87-0100001A,CS NCS4202 DC SHELF,PRNYNJ87-0100001A,CS NCS4202 DC SHELF
103970,/KGGS/738193//NJ,PLFDNJAM-RFCAB01A,CS NCS4202 DC SHELF,PLFDNJAM-RFCAB01A,CS NCS4202 DC SHELF
103943,/KGGS/738194//NJ,JCSNNJBV-CG00001A,CS NCS4202 DC SHELF,JCSNNJBV-CG00001A,CS NCS4202 DC SHELF
104802,/KGGS/738196//NJ,NWRMNJ40-RFCAB01A,CS NCS4202 DC SHELF,NWRMNJ40-RFCAB01A,CS NCS4202 DC SHELF
124395,/KGGS/738251//NJ,NIAPNJ01-00CAB03A,CS NCS4202 DC SHELF,,
100180,/KJGD/000003//NJ,WAYNNJAWW010120410B,CS_NCS540_SHELF,WAYNNJAWW010120410B,CS_NCS540_SHELF
100179,/KJGD/000004//NJ,WAYNNJAWW010120110B,CS_NCS540_SHELF,WAYNNJAWW010120110B,CS_NCS540_SHELF
103424,/KJGD/000006//NJ,WAYNNJAWW010120410C,CS_NCS540_SHELF,WAYNNJAWW010120410C,CS_NCS540_SHELF
103391,/KJGD/000007//NJ,WAYNNJAWW010120110C,CS_NCS540_SHELF,WAYNNJAWW010120110C,CS_NCS540_SHELF
89227,32/KGGS/739436//NY,NYMCNY69-RFCAB101A,CS NCS4202 DC SHELF,NYMCNY69-RFCAB101A,CS NCS4202 DC SHELF
94101,32/KGGS/739576//NY,NYDDNYOM-RFCAB01A,CS NCS4202 DC SHELF,NYDDNYOM-RFCAB01A,CS NCS4202 DC SHELF
96463,32/KGGS/739605//NY,NYMYNYAQ-RFCAB101A,CS NCS4202 DC SHELF,NYMYNYAQ-RFCAB101A,CS NCS4202 DC SHELF
96459,32/KGGS/739614//NY,NYCKNYFR-RFCAB101A,CS NCS4202 DC SHELF,NYCKNYFR-RFCAB101A,CS NCS4202 DC SHELF
96414,32/KGGS/739615//NY,NYCVNYEJ-RFCAB101A,CS NCS4202 DC SHELF,NYCVNYEJ-RFCAB101A,CS NCS4202 DC SHELF
96460,32/KGGS/739626//NY,NYDFNYAN-05RACK01A,CS NCS4202 SHELF,NYDFNYAN-05RACK01A,CS NCS4202 SHELF
96390,32/KGGS/739629//NY,NYDDNYNA-RFCAB101A,CS NCS4202 DC SHELF,NYDDNYNA-RFCAB101A,CS NCS4202 DC SHELF
96392,32/KGGS/739630//NY,NYDCNYQK-RFCAB101A,CS NCS4202 SHELF,NYDCNYQK-RFCAB101A,CS NCS4202 SHELF
96383,32/KGGS/739631//NY,NYDENYBV-RFCAB01A,CS NCS4202 DC SHELF,NYDENYBV-RFCAB01A,CS NCS4202 DC SHELF
96397,32/KGGS/739632//NY,NYDCNYGJ-RFCAB01A,CS NCS4202 DC SHELF,NYDCNYGJ-RFCAB01A,CS NCS4202 DC SHELF
96379,32/KGGS/739633//NY,NYCVNYIG-RFCAB101A,CS NCS4202 DC SHELF,NYCVNYIG-RFCAB101A,CS NCS4202 DC SHELF
96462,32/KGGS/739637//NY,NYCKNY15-RFRACK01A,CS NCS4202 SHELF,NYCKNY15-RFRACK01A,CS NCS4202 SHELF
96461,32/KGGS/739638//NY,NYCVNYLP-RFCAB101A,CS NCS4202 DC SHELF,NYCVNYLP-RFCAB101A,CS NCS4202 DC SHELF
96914,32/KGGS/739649//NY,NYCLNYQE-RFCAB101A,CS NCS4202 SHELF,NYCLNYQE-RFCAB101A,CS NCS4202 SHELF
96922,32/KGGS/739650//NY,NYDCNYWN-RFCAB101A,CS NCS4202 DC SHELF,NYDCNYWN-RFCAB101A,CS NCS4202 DC SHELF
96926,32/KGGS/739651//NY,NYCNNYJD-RFCAB101A,CS NCS4202 SHELF,NYCNNYJD-RFCAB101A,CS NCS4202 SHELF
96921,32/KGGS/739652//NY,NYMXNYSM-RFCAB101A,CS NCS4202 SHELF,NYMXNYSM-RFCAB101A,CS NCS4202 SHELF
96933,32/KGGS/739653//NY,NYCENYAR-RFCAB101A,CS NCS4202 SHELF,NYCENYAR-RFCAB101A,CS NCS4202 SHELF
96931,32/KGGS/739654//NY,NYMPNY35-RFCAB101AA,CS NCS4202 SHELF,NYMPNY35-RFCAB101AA,CS NCS4202 SHELF
96941,32/KGGS/739655//NY,NYMRNYIO-RFCAB101B,CS NCS4202 DC SHELF,NYMRNYIO-RFCAB101B,CS NCS4202 DC SHELF
96929,32/KGGS/739656//NY,NYMDNY53-RFCAB101A,CS NCS4202 DC SHELF,NYMDNY53-RFCAB101A,CS NCS4202 DC SHELF
96928,32/KGGS/739657//NY,NYMWNYMA-RFCAB101A,CS NCS4202 SHELF,NYMWNYMA-RFCAB101A,CS NCS4202 SHELF
96942,32/KGGS/739658//NY,NYCUNYYB-RFCAB101A,CS NCS4202 DC SHELF,NYCUNYYB-RFCAB101A,CS NCS4202 DC SHELF
96927,32/KGGS/739659//NY,NYMXNYRJ-RFCAB101A,CS NCS4202 SHELF,NYMXNYRJ-RFCAB101A,CS NCS4202 SHELF
97528,32/KGGS/739689//NY,NYCVNYIR-RFCAB101A,CS NCS4202 SHELF,NYCVNYIR-RFCAB101A,CS NCS4202 SHELF
97529,32/KGGS/739690//NY,NYCUNYGZ-RFCAB01A,CS NCS4202 DC SHELF,NYCUNYGZ-RFCAB01A,CS NCS4202 DC SHELF
97621,32/KGGS/739693//NY,NYMTNYIX-RFCAB101A,CS NCS4202 SHELF,NYMTNYIX-RFCAB101A,CS NCS4202 SHELF
97624,32/KGGS/739694//NY,NYCBNYKA-RFCAB101A,CS NCS4202 SHELF,NYCBNYKA-RFCAB101A,CS NCS4202 SHELF
97692,32/KGGS/739695//NY,NYCLNY43-RFCAB101A,CS NCS4202 SHELF,NYCLNY43-RFCAB101A,CS NCS4202 SHELF
97689,32/KGGS/739696//NY,NYCANYFN-RFCAB101A,CS NCS4202 SHELF,NYCANYFN-RFCAB101A,CS NCS4202 SHELF
97802,32/KGGS/739708//NY,NYMONYCI-RFCAB101A,CS NCS4202 DC SHELF,NYMONYCI-RFCAB101A,CS NCS4202 DC SHELF
97803,32/KGGS/739709//NY,NYMANYLN-RFCAB101A,CS NCS4202 DC SHELF,NYMANYLN-RFCAB101A,CS NCS4202 DC SHELF
97845,32/KGGS/739710//NY,NYMVNYZZ-RFCAB101A,CS NCS4202 SHELF,NYMVNYZZ-RFCAB101A,CS NCS4202 SHELF
97876,32/KGGS/739711//NY,NYCUNYPB-RFCAB101A,CS NCS4202 DC SHELF,NYCUNYPB-RFCAB101A,CS NCS4202 DC SHELF
97874,32/KGGS/739712//NY,NYMTNYCI-RFCAB101A,CS NCS4202 SHELF,NYMTNYCI-RFCAB101A,CS NCS4202 SHELF
97952,32/KGGS/739713//NY,NYCUNYGN-RFCAB101A,CS NCS4202 SHELF,NYCUNYGN-RFCAB101A,CS NCS4202 SHELF
97992,32/KGGS/739720//NY,NYCMNYRW-RFCAB101B,CS NCS4202 DC SHELF,NYCMNYRW-RFCAB101B,CS NCS4202 DC SHELF
98002,32/KGGS/739721//NY,NYMRNYPX-RFCAB101A,CS NCS4202 SHELF,NYMRNYPX-RFCAB101A,CS NCS4202 SHELF
98000,32/KGGS/739722//NY,NYCUNYEH-RFCAB101A,CS NCS4202 SHELF,NYCUNYEH-RFCAB101A,CS NCS4202 SHELF
98067,32/KGGS/739724//NY,NYCMNY16-RFCAB101A,CS NCS4202 SHELF,NYCMNY16-RFCAB101A,CS NCS4202 SHELF
99080,32/KGGS/739735//NY,NYDCNYEI-RFCAB01A,CS NCS4202 DC SHELF,NYDCNYEI-RFCAB01A,CS NCS4202 DC SHELF
99090,32/KGGS/739736//NY,NYCUNYHA-RFCAB101A,CS NCS4202 DC SHELF,NYCUNYHA-RFCAB101A,CS NCS4202 DC SHELF
99092,32/KGGS/739737//NY,NYMPNY49-RFCAB101A,CS NCS4202 SHELF,NYMPNY49-RFCAB101A,CS NCS4202 SHELF
99091,32/KGGS/739738//NY,NYDANYHG-RFCAB101A,CS NCS4202 DC SHELF,NYDANYHG-RFCAB101A,CS NCS4202 DC SHELF
99040,32/KGGS/739739//NY,NYCNNYOA-RFCAB101A,CS NCS4202 SHELF,NYCNNYOA-RFCAB101A,CS NCS4202 SHELF
99172,32/KGGS/739741//NY,NYCNNYLZ-RFCAB101A,CS NCS4202 SHELF,NYCNNYLZ-RFCAB101A,CS NCS4202 SHELF
99149,32/KGGS/739742//NY,NYCINY07-00CAB101A,CS NCS4202 SHELF,NYCINY07-00CAB101A,CS NCS4202 SHELF
99173,32/KGGS/739743//NY,NYCUNYMT-RFCAB101A,CS NCS4202 SHELF,NYCUNYMT-RFCAB101A,CS NCS4202 SHELF
99180,32/KGGS/739744//NY,NYMXNYVE-RFCAB101A,CS NCS4202 SHELF,NYMXNYVE-RFCAB101A,CS NCS4202 SHELF
99153,32/KGGS/739745//NY,NYMWNYDW-RFCAB101A,CS NCS4202 SHELF,NYMWNYDW-RFCAB101A,CS NCS4202 SHELF
99443,32/KGGS/739748//NY,NYCNNYYW-RFCAB101A,CS NCS4202 SHELF,NYCNNYYW-RFCAB101A,CS NCS4202 SHELF
99441,32/KGGS/739749//NY,NYCUNYXA-RFCAB101A,CS NCS4202 SHELF,NYCUNYXA-RFCAB101A,CS NCS4202 SHELF
99425,32/KGGS/739750//NY,NYDKNYGA-RFCAB101A,CS NCS4202 DC SHELF,NYDKNYGA-RFCAB101A,CS NCS4202 DC SHELF
99442,32/KGGS/739751//NY,NYMUNYKD-RFCAB101A,CS NCS4202 SHELF,NYMUNYKD-RFCAB101A,CS NCS4202 SHELF
99432,32/KGGS/739752//NY,NYMVNYAJ-RFCAB101A,CS NCS4202 SHELF,NYMVNYAJ-RFCAB101A,CS NCS4202 SHELF
99440,32/KGGS/739753//NY,NYCANY44-RFCAB101A,CS NCS4202 SHELF,NYCANY44-RFCAB101A,CS NCS4202 SHELF
99428,32/KGGS/739754//NY,NYMWNYPC-RFCAB101A,CS NCS4202 DC SHELF,NYMWNYPC-RFCAB101A,CS NCS4202 DC SHELF
99830,32/KGGS/739764//NY,NYCMNYUO-0BCAB101A,CS NCS4202 SHELF,NYCMNYUO-0BCAB101A,CS NCS4202 SHELF
100389,32/KGGS/739765//NY,NYMZNYCP-RFCAB101A,CS NCS4202 DC SHELF,NYMZNYCP-RFCAB101A,CS NCS4202 DC SHELF
99904,32/KGGS/739766//NY,NYCPNYXU-RFCAB101A,CS NCS4202 DC SHELF,NYCPNYXU-RFCAB101A,CS NCS4202 DC SHELF
99898,32/KGGS/739767//NY,NYMWNYLP-RFCAB101A,CS NCS4202 DC SHELF,NYMWNYLP-RFCAB101A,CS NCS4202 DC SHELF
99903,32/KGGS/739768//NY,NYCUNY14-RFCAB101A,CS NCS4202 DC SHELF,NYCUNY14-RFCAB101A,CS NCS4202 DC SHELF
99911,32/KGGS/739769//NY,NYDFNYZT-RFCAB101A,CS NCS4202 DC SHELF,NYDFNYZT-RFCAB101A,CS NCS4202 DC SHELF
99907,32/KGGS/739770//NY,NYMUNYBZ-RFCAB101A,CS NCS4202 DC SHELF,NYMUNYBZ-RFCAB101A,CS NCS4202 DC SHELF
99913,32/KGGS/739771//NY,NYMUNYJY-RFCAB101A,CS NCS4202 DC SHELF,NYMUNYJY-RFCAB101A,CS NCS4202 DC SHELF
99908,32/KGGS/739773//NY,NYCANYFM-RFCAB101A,CS NCS4202 DC SHELF,NYCANYFM-RFCAB101A,CS NCS4202 DC SHELF
99930,32/KGGS/739774//NY,NYMZNYFY-RFCAB101A,CS NCS4202 DC SHELF,NYMZNYFY-RFCAB101A,CS NCS4202 DC SHELF
99909,32/KGGS/739775//NY,NYCLNYRS-RFCAB101A,CS NCS4202 DC SHELF,NYCLNYRS-RFCAB101A,CS NCS4202 DC SHELF
99912,32/KGGS/739776//NY,NYMANY85-RFCAB101A,CS NCS4202 SHELF,NYMANY85-RFCAB101A,CS NCS4202 SHELF
99910,32/KGGS/739777//NY,NYMTNYLS-RFCAB101A,CS NCS4202 DC SHELF,NYMTNYLS-RFCAB101A,CS NCS4202 DC SHELF
99914,32/KGGS/739778//NY,NYMXNYYQ-RFCAB101A,CS NCS4202 DC SHELF,NYMXNYYQ-RFCAB101A,CS NCS4202 DC SHELF
99915,32/KGGS/739779//NY,NYMUNYBT-RFCAB101A,CS NCS4202 DC SHELF,NYMUNYBT-RFCAB101A,CS NCS4202 DC SHELF
99925,32/KGGS/739780//NY,NYDFNYWK-00CAB101A,CS NCS4202 DC SHELF,NYDFNYWK-00CAB101A,CS NCS4202 DC SHELF
99920,32/KGGS/739781//NY,NYMVNYKF-RFCAB01A,CS NCS4202 DC SHELF,NYMVNYKF-RFCAB01A,CS NCS4202 DC SHELF
100006,32/KGGS/739782//NY,NYMUNYUB-01CAB101A,CS NCS4202 DC SHELF,NYMUNYUB-01CAB101A,CS NCS4202 DC SHELF
100324,32/KGGS/739793//NY,NYMWNYJF-RFCAB101A,CS NCS4202 DC SHELF,NYMWNYJF-RFCAB101A,CS NCS4202 DC SHELF
100339,32/KGGS/739794//NY,NYCYNYEF-RFCAB101A,CS NCS4202 DC SHELF,NYCYNYEF-RFCAB101A,CS NCS4202 DC SHELF
100336,32/KGGS/739795//NY,NYMUNYTF-RFCAB101A,CS NCS4202 DC SHELF,NYMUNYTF-RFCAB101A,CS NCS4202 DC SHELF
100310,32/KGGS/739796//NY,NYCLNYZO-RFCAB101A,CS NCS4202 DC SHELF,NYCLNYZO-RFCAB101A,CS NCS4202 DC SHELF
100312,32/KGGS/739797//NY,NYMRNYNX-RFCAB101A,CS NCS4202 DC SHELF,NYMRNYNX-RFCAB101A,CS NCS4202 DC SHELF
100341,32/KGGS/739798//NY,NYMUNY39-RFCAB101A,CS NCS4202 DC SHELF,NYMUNY39-RFCAB101A,CS NCS4202 DC SHELF
100343,32/KGGS/739799//NY,NYMXNYJZ-RFCAB101A,CS NCS4202 DC SHELF,NYMXNYJZ-RFCAB101A,CS NCS4202 DC SHELF
100344,32/KGGS/739800//NY,NYMYNY02-RFCAB101A,CS NCS4202 DC SHELF,NYMYNY02-RFCAB101A,CS NCS4202 DC SHELF
100314,32/KGGS/739801//NY,NYCYNYUS-RFCAB101A,CS NCS4202 DC SHELF,NYCYNYUS-RFCAB101A,CS NCS4202 DC SHELF
100317,32/KGGS/739802//NY,NYMZNYUS-RFCAB101A,CS NCS4202 DC SHELF,NYMZNYUS-RFCAB101A,CS NCS4202 DC SHELF
100321,32/KGGS/739803//NY,NYMCNY54-RFCAB101A,CS NCS4202 DC SHELF,NYMCNY54-RFCAB101A,CS NCS4202 DC SHELF
102320,32/KGGS/739811//NY,NYCUNYMI-RFCAB101A,CS NCS4202 DC SHELF,NYCUNYMI-RFCAB101A,CS NCS4202 DC SHELF
102502,32/KGGS/739812//NY,NYCUNYXX-RFCAB101A,CS NCS4202 DC SHELF,NYCUNYXX-RFCAB101A,CS NCS4202 DC SHELF
129798,32/KGGS/739814//NY,NYCUNYON-RFCAB101A,CS NCS4202 DC SHELF,,
104369,32/KGGS/739816//NY,NYCUNYPV-RFCAB101A,CS NCS4202 DC SHELF,NYCUNYPV-RFCAB101A,CS NCS4202 DC SHELF
100322,32/KGGS/739818//NY,NYCUNYRD-RFCAB101A,CS NCS4202 DC SHELF,NYCUNYRD-RFCAB101A,CS NCS4202 DC SHELF
105536,32/KGGS/739819//NY,NYCYNYFM-RFCAB101A,CS NCS4202 DC SHELF,NYCYNYFM-RFCAB101A,CS NCS4202 DC SHELF
100432,32/KGGS/739820//NY,NYCUNYGS-RFCAB101A,CS NCS4202 DC SHELF,NYCUNYGS-RFCAB101A,CS NCS4202 DC SHELF
102769,32/KGGS/739821//NY,NYCUNYFR-RFCAB101A,CS NCS4202 DC SHELF,NYCUNYFR-RFCAB101A,CS NCS4202 DC SHELF
105859,32/KGGS/739822//NY,NYCUNYFL-RFCAB101A,CS NCS4202 DC SHELF,NYCUNYFL-RFCAB101A,CS NCS4202 DC SHELF
105118,32/KGGS/739823//NY,NYCUNYGV-RFCAB101A,CS NCS4202 SHELF,NYCUNYGV-RFCAB101A,CS NCS4202 SHELF
103564,32/KGGS/739825//NY,NYCUNYOH-RFCAB101A,CS NCS4202 DC SHELF,NYCUNYOH-RFCAB101A,CS NCS4202 DC SHELF
103901,32/KGGS/739826//NY,NYCANYTV-RFCAB101A,CS NCS4202 DC SHELF,NYCANYTV-RFCAB101A,CS NCS4202 DC SHELF
103846,32/KGGS/739828//NY,NYCUNY87-RFCAB101A,CS NCS4202 DC SHELF,NYCUNY87-RFCAB101A,CS NCS4202 DC SHELF
103293,32/KGGS/739829//NY,NYCYNYEI-RFCAB101A,CS NCS4202 DC SHELF,NYCYNYEI-RFCAB101A,CS NCS4202 DC SHELF
103845,32/KGGS/739830//NY,NYCYNYPU-01201A,CS NCS4202 DC SHELF,NYCYNYPU-01201A,CS NCS4202 DC SHELF
103608,32/KGGS/739831//NY,NYMTNYYH-RFCAB101A,CS NCS4202 DC SHELF,NYMTNYYH-RFCAB101A,CS NCS4202 DC SHELF
100685,32/KGGS/739832//NY,NYMXNY94-RFCAB101A,CS NCS4202 DC SHELF,NYMXNY94-RFCAB101A,CS NCS4202 DC SHELF
102307,32/KGGS/739834//NY,NYMXNYXT-RFCAB101A,CS NCS4202 DC SHELF,NYMXNYXT-RFCAB101A,CS NCS4202 DC SHELF
104303,32/KGGS/739837//NY,NYCSNY99-RFCAB101A,CS NCS4202 DC SHELF,NYCSNY99-RFCAB101A,CS NCS4202 DC SHELF
113083,32/KGGS/739838//NY,NYMXNYWA-RFCAB101A,CS NCS4202 DC SHELF,NYMXNYWA-RFCAB101A,CS NCS4202 DC SHELF
102609,32/KGGS/739839//NY,NYMONYWH-RFCAB101A,CS NCS4202 DC SHELF,NYMONYWH-RFCAB101A,CS NCS4202 DC SHELF
104142,32/KGGS/739840//NY,NYCPNYGL-RFCAB101A,CS NCS4202 DC SHELF,NYCPNYGL-RFCAB101A,CS NCS4202 DC SHELF
100433,32/KGGS/739841//NY,NYMTNYJN-RFCAB101A,CS NCS4202 SHELF,NYMTNYJN-RFCAB101A,CS NCS4202 SHELF
102688,32/KGGS/739842//NY,NYMZNYNQ-RFCAB101A,CS NCS4202 DC SHELF,NYMZNYNQ-RFCAB101A,CS NCS4202 DC SHELF
104722,32/KGGS/739843//NY,NYCSNY49-RFCAB101A,CS NCS4202 DC SHELF,NYCSNY49-RFCAB101A,CS NCS4202 DC SHELF
100673,32/KGGS/739844//NY,NYMYNYNK-RFCAB101A,CS NCS4202 DC SHELF,NYMYNYNK-RFCAB101A,CS NCS4202 DC SHELF
102705,32/KGGS/739845//NY,NYMUNYCY-RFCAB101A,CS NCS4202 DC SHELF,NYMUNYCY-RFCAB101A,CS NCS4202 DC SHELF
103024,32/KGGS/739846//NY,NYMNNYWV-RFCAB101A,CS NCS4202 DC SHELF,NYMNNYWV-RFCAB101A,CS NCS4202 DC SHELF
100735,32/KGGS/739847//NY,NYMUNYDW-RFCAB101A,CS NCS4202 DC SHELF,NYMUNYDW-RFCAB101A,CS NCS4202 DC SHELF
104800,32/KGGS/739848//NY,NYMWNYUS-RFCAB101A,CS NCS4202 DC SHELF,NYMWNYUS-RFCAB101A,CS NCS4202 DC SHELF
104016,32/KGGS/739849//NY,NYMTNYKZ-RFCAB101A,CS NCS4202 DC SHELF,NYMTNYKZ-RFCAB101A,CS NCS4202 DC SHELF
102844,32/KGGS/739850//NY,NYMUNYDL-RFCAB101A,CS NCS4202 DC SHELF,NYMUNYDL-RFCAB101A,CS NCS4202 DC SHELF
106120,32/KGGS/739851//NY,NYCCNYGC-RFCAB101A,CS NCS4202 DC SHELF,NYCCNYGC-RFCAB101A,CS NCS4202 DC SHELF
104648,32/KGGS/739853//NY,NYMTNY99-RFCAB101A,CS NCS4202 DC SHELF,NYMTNY99-RFCAB101A,CS NCS4202 DC SHELF
103258,32/KGGS/739854//NY,NYMUNYSM-RFCAB101A,CS NCS4202 DC SHELF,NYMUNYSM-RFCAB101A,CS NCS4202 DC SHELF
100434,32/KGGS/739856//NY,NYMVNYHT-01CAB101A,CS NCS4202 DC SHELF,NYMVNYHT-01CAB101A,CS NCS4202 DC SHELF
100845,32/KGGS/739867//NY,NYCUNYTE-RFCAB101A,CS NCS4202 DC SHELF,NYCUNYTE-RFCAB101A,CS NCS4202 DC SHELF
100860,32/KGGS/739868//NY,NYMWNYVH-RFCAB101A,CS NCS4202 DC SHELF,NYMWNYVH-RFCAB101A,CS NCS4202 DC SHELF
100853,32/KGGS/739869//NY,NYMWNYOZ-RFCAB101A,CS NCS4202 DC SHELF,NYMWNYOZ-RFCAB101A,CS NCS4202 DC SHELF
100854,32/KGGS/739870//NY,NYCUNYNO-RFCAB101A,CS NCS4202 DC SHELF,NYCUNYNO-RFCAB101A,CS NCS4202 DC SHELF
100861,32/KGGS/739871//NY,NYMVNYNA-RFCAB101A,CS NCS4202 DC SHELF,NYMVNYNA-RFCAB101A,CS NCS4202 DC SHELF
100844,32/KGGS/739872//NY,NYMUNYSY-RFCAB101A,CS NCS4202 DC SHELF,NYMUNYSY-RFCAB101A,CS NCS4202 DC SHELF
100857,32/KGGS/739873//NY,NYCANYQQ-RFCAB101A,CS NCS4202 DC SHELF,NYCANYQQ-RFCAB101A,CS NCS4202 DC SHELF
100858,32/KGGS/739874//NY,NYCUNYRQ-RFCAB101A,CS NCS4202 SHELF,NYCUNYRQ-RFCAB101A,CS NCS4202 SHELF
100926,32/KGGS/739878//NY,NYCSNYXH-RFCAB101A,CS NCS4202 DC SHELF,NYCSNYXH-RFCAB101A,CS NCS4202 DC SHELF
100928,32/KGGS/739879//NY,NYCMNYIY-01201A,CS NCS4202 DC SHELF,NYCMNYIY-01201A,CS NCS4202 DC SHELF
100923,32/KGGS/739880//NY,NYMUNYXM-RFCAB101A,CS NCS4202 DC SHELF,NYMUNYXM-RFCAB101A,CS NCS4202 DC SHELF
100938,32/KGGS/739881//NY,NYMNNYFQ-RFCAB101A,CS NCS4202 DC SHELF,NYMNNYFQ-RFCAB101A,CS NCS4202 DC SHELF
100927,32/KGGS/739882//NY,NYMUNY83-RFCAB101A,CS NCS4202 DC SHELF,NYMUNY83-RFCAB101A,CS NCS4202 DC SHELF
101960,32/KGGS/739913//NY,NYMZNYXG-RFCAB101A,CS NCS4202 DC SHELF,NYMZNYXG-RFCAB101A,CS NCS4202 DC SHELF
101970,32/KGGS/739914//NY,NYCNNYRN-RFCAB101A,CS NCS4202 DC SHELF,NYCNNYRN-RFCAB101A,CS NCS4202 DC SHELF
102049,32/KGGS/739915//NY,NYCUNYJS-RFCAB101A,CS NCS4202 DC SHELF,NYCUNYJS-RFCAB101A,CS NCS4202 DC SHELF
101976,32/KGGS/739916//NY,NYMWNYSJ-RFCAB101A,CS NCS4202 DC SHELF,NYMWNYSJ-RFCAB101A,CS NCS4202 DC SHELF
102050,32/KGGS/739917//NY,NYCLNYCU-RFCAB101A,CS NCS4202 DC SHELF,NYCLNYCU-RFCAB101A,CS NCS4202 DC SHELF
102031,32/KGGS/739918//NY,NYCNNYDP-RFCAB101A,CS NCS4202 DC SHELF,NYCNNYDP-RFCAB101A,CS NCS4202 DC SHELF
101980,32/KGGS/739919//NY,NYMWNYME-RFCAB101A,CS NCS4202 DC SHELF,NYMWNYME-RFCAB101A,CS NCS4202 DC SHELF
101982,32/KGGS/739920//NY,NYMYNYTO-RFCAB101A,CS NCS4202 DC SHELF,NYMYNYTO-RFCAB101A,CS NCS4202 DC SHELF
101978,32/KGGS/739921//NY,NYCMNYHI-RFCAB101A,CS NCS4202 DC SHELF,NYCMNYHI-RFCAB101A,CS NCS4202 DC SHELF
101975,32/KGGS/739922//NY,NYCUNYFH-RFCAB101A,CS NCS4202 DC SHELF,NYCUNYFH-RFCAB101A,CS NCS4202 DC SHELF
102096,32/KGGS/739927//NY,NYMTNY14-RFCAB101A,CS NCS4202 SHELF,NYMTNY14-RFCAB101A,CS NCS4202 SHELF
102095,32/KGGS/739928//NY,NYCMNYYL-RFCAB101A,CS NCS4202 SHELF,NYCMNYYL-RFCAB101A,CS NCS4202 SHELF
102699,32/KGGS/739940//NY,NYMTNYSD-RFCAB101A,CS NCS4202 DC SHELF,NYMTNYSD-RFCAB101A,CS NCS4202 DC SHELF
102603,32/KGGS/739941//NY,NYCENY59-01201A,CS NCS4202 DC SHELF,NYCENY59-01201A,CS NCS4202 DC SHELF
102607,32/KGGS/739942//NY,NYCPNYHD-RFCAB101A,CS NCS4202 DC SHELF,NYCPNYHD-RFCAB101A,CS NCS4202 DC SHELF
102606,32/KGGS/739943//NY,NYCUNYOG-0BCAB101A,CS NCS4202 DC SHELF,NYCUNYOG-0BCAB101A,CS NCS4202 DC SHELF
102642,32/KGGS/739950//NY,NYCQNYSH-02CAB101A,CS NCS4202 DC SHELF,NYCQNYSH-02CAB101A,CS NCS4202 DC SHELF
102766,32/KGGS/739952//NY,NYCTNYJL-01CAB101A,CS NCS4202 DC SHELF,NYCTNYJL-01CAB101A,CS NCS4202 DC SHELF
102934,32/KGGS/739956//NY,NYMXNYSK-RFCAB101A,CS NCS4202 DC SHELF,NYMXNYSK-RFCAB101A,CS NCS4202 DC SHELF
102968,32/KGGS/739957//NY,NYMCNY82-RFCAB101A,CS NCS4202 DC SHELF,NYMCNY82-RFCAB101A,CS NCS4202 DC SHELF
103151,32/KGGS/739961//NY,NYMNNYMU-RFCAB101A,CS NCS4202 DC SHELF,NYMNNYMU-RFCAB101A,CS NCS4202 DC SHELF
103153,32/KGGS/739962//NY,NYCCNY57-RFCAB101A,CS NCS4202 DC SHELF,NYCCNY57-RFCAB101A,CS NCS4202 DC SHELF
103150,32/KGGS/739964//NY,NYMQNYOW-RFCAB101A,CS NCS4202 DC SHELF,NYMQNYOW-RFCAB101A,CS NCS4202 DC SHELF
103295,32/KGGS/739966//NY,NYDCNYSI-RFCAB101A,CS NCS4202 SHELF,NYDCNYSI-RFCAB101A,CS NCS4202 SHELF
103292,32/KGGS/739967//NY,NYMWNYZG-RFCAB101A,CS NCS4202 DC SHELF,NYMWNYZG-RFCAB101A,CS NCS4202 DC SHELF
103686,32/KGGS/739968//NY,NYCUNYOD-01CAB101A,CS NCS4202 SHELF,NYCUNYOD-01CAB101A,CS NCS4202 SHELF
103398,32/KGGS/739971//NY,NYCSNYAH-0BCAB101A,CS NCS4202 SHELF,NYCSNYAH-0BCAB101A,CS NCS4202 SHELF
