TRAIL_ID,TRAIL_NAME,BANDWIDTH,VERSION,STATUS,TYPE,A_SITE_NAME,Z_SITE_NAME,REQUESTED_BANDWIDTH,TOTAL_CHANNELS,TOTAL_CHANNELS_USED,MILEAGE,A_EQUIPMENT_TID,A_EQUIPMENT_TYPE,A_EQUIPMENT_VENDOR,A_PORT_NAME,A_PORT_AID,Z_EQUIPMENT_TID,Z_EQUIPMENT_TYPE,Z_EQUIPMENT_VENDOR,Z_PORT_NAME,Z_PORT_AID,A_EQUIPMENT_MODEL,Z_EQUIPMENT_MODEL,A_NETWORK_DOMAIN,Z_NETWORK_DOMAIN,A_EQUIPMENT_PHYSICAL_TID,Z_EQUIPMENT_PHYSICAL_TID
641,I1075/OM96/CHKTNYFR/WSNCNYUN,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,CHKTNYFR,WSNCNYUN,DWDM96,96,2,3,CHKTNYFR-0112438A,CIENA_T6500,CIENA,5 Line Out,LINE-1-6-5,WSNCNYUN-0114200A,CIENA_T6500,CIENA,8 Line In,LINE-1-7-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,CHKTNYFR-0112438A,WSNCNYUN-0114200A
761,I1083/OM96/ORPKNYST/WSNCNYUN,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,ORPKNYST,WSNCNYUN,DWDM96,96,1,4,ORPKNYST-0110801A,CIENA_T6500,CIENA,5 Line Out,LINE-1-7-5,WSNCNYUN-0114200A,CIENA_T6500,CIENA,8 Line In,LINE-1-6-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,ORPKNYST-0110801A,WSNCNYUN-0114200A
762,I1084/OM96/BFLONYMA/WSVLNYNC,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,BFLONYMA,WSVLNYNC,DWDM96,96,9,5,BFLONYMA-0334701A,CIENA_T6500,CIENA,5 Line Out,LINE-1-7-5,WSVLNYNC-0111102A,CIENA_T6500,CIENA,8 Line In,LINE-1-6-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,BFLONYMA-0334701A,WSVLNYNC-0111102A
547,I1068/OM96/BFLONYFR/BFLONYSP,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,BFLONYFR,BFLONYSP,DWDM96,96,10,4,BFLONYFR-0771904A,CIENA_T6500,CIENA,05 LINEOUT,LINE-1-7-5,BFLONYSP-0223612A,CIENA_T6500,CIENA,08 LINE IN,LINE-1-6-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,BFLONYFR-0771904A,BFLONYSP-0223612A
721,I1081/OM96/BFLONYSP/HMBGNYHB,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,BFLONYSP,HMBGNYHB,DWDM96,96,9,9,BFLONYSP-0223612A,CIENA_T6500,CIENA,05 LINEOUT,LINE-1-7-5,HMBGNYHB-0112440A,CIENA_T6500,CIENA,8 Line In,LINE-1-6-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,BFLONYSP-0223612A,HMBGNYHB-0112440A
1001,I1103/OM96/BFLONYHE/TNWNNYTW,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,BFLONYHE,TNWNNYTW,DWDM96,96,8,5,BFLONYHE-0112403A,CIENA_T6500,CIENA,5 Line Out,LINE-1-6-5,TNWNNYTW-0220706A,CIENA_T6500,CIENA,08 LINE IN,LINE-1-7-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,BFLONYHE-0112403A,TNWNNYTW-0220706A
1043,I1105/OM96/BFLONYEL/BFLONYHE,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,BFLONYEL,BFLONYHE,DWDM96,96,7,2,BFLONYEL-0112909A,CIENA_T6500,CIENA,5 Line Out,LINE-1-6-5,BFLONYHE-0112403A,CIENA_T6500,CIENA,8 Line In,LINE-1-7-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,BFLONYEL-0112909A,BFLONYHE-0112403A
1044,I1106/OM96/AMHRNYMP/TNWNNYTW,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,AMHRNYMP,TNWNNYTW,DWDM96,96,8,6,AMHRNYMP-0118700A,CIENA_T6500,CIENA,5 Line Out,LINE-1-7-5,TNWNNYTW-0220706A,CIENA_T6500,CIENA,08 LINE IN,LINE-1-6-8,Ciena 6500 T-12 SHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,AMHRNYMP-0118700A,TNWNNYTW-0220706A
741,I1082/OM96/HMBGNYHB/ORPKNYST,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,HMBGNYHB,ORPKNYST,DWDM96,96,2,6,HMBGNYHB-0112440A,CIENA_T6500,CIENA,5 Line Out,LINE-1-7-5,ORPKNYST-0110801A,CIENA_T6500,CIENA,8 Line In,LINE-1-6-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,HMBGNYHB-0112440A,ORPKNYST-0110801A
1045,I1107/OM96/AMHRNYMP/WSVLNYNC,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,AMHRNYMP,WSVLNYNC,DWDM96,96,7,4,AMHRNYMP-0118700A,CIENA_T6500,CIENA,5 Line Out,LINE-1-6-5,WSVLNYNC-0111102A,CIENA_T6500,CIENA,8 Line In,LINE-1-7-8,Ciena 6500 T-12 SHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,AMHRNYMP-0118700A,WSVLNYNC-0111102A
1046,I1108/OM96/BFLONYEL/BFLONYMA,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,BFLONYEL,BFLONYMA,DWDM96,96,4,3,BFLONYEL-0112909A,CIENA_T6500,CIENA,5 Line Out,LINE-1-5-5,BFLONYMA-0334701A,CIENA_T6500,CIENA,8 Line In,LINE-1-5-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,BFLONYEL-0112909A,BFLONYMA-0334701A
1047,I1109/OM96/BFLONYSP/WSNCNYUN,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,BFLONYSP,WSNCNYUN,DWDM96,96,1,4,BFLONYSP-0223612A,CIENA_T6500,CIENA,05 LINEOUT,LINE-1-5-5,WSNCNYUN-0114200A,CIENA_T6500,CIENA,8 Line In,LINE-1-5-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,BFLONYSP-0223612A,WSNCNYUN-0114200A
4721,I1483/OM96/CMBRMABE/MLDNMAEL,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,CMBRMABE,MLDNMAEL,DWDM96,96,8,4,CMBRMABE-0336007A,CIENA_T6500,CIENA,5 Line Out,LINE-1-7-5,MLDNMAEL-0111602A,CIENA_T6500,CIENA,8 Line In,LINE-1-6-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,CMBRMABE-0336007A,MLDNMAEL-0111602A
5181,I1509/OM96/NRWLMAMA/SCTTMAFP,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,NRWLMAMA,SCTTMAFP,DWDM96,96,15,3,NRWLMAMA-0110602A,CIENA_T6500,CIENA,5 Line Out,LINE-1-6-5,SCTTMAFP-0110714A,CIENA_T6500,CIENA,8 Line In,LINE-1-5-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,NRWLMAMA-0110602A,SCTTMAFP-0110714A
4121,I1438/OM96/BRWRMACH/FLRVMANM,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,BRWRMACH,FLRVMANM,DWDM96,96,3,22,BRWRMACH-0110300A,CIENA_T6500,CIENA,5 Line Out,LINE-1-6-5,FLRVMANM-0224502A,CIENA_T6500,CIENA,8 Line In,LINE-1-7-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,BRWRMACH-0110300A,FLRVMANM-0224502A
5184,I1512/OM96/RNDHMAME/SGTNMAWA,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,RNDHMAME,SGTNMAWA,DWDM96,96,1,4,RNDHMAME-0110801A,CIENA_T6500,CIENA,5 Line Out,LINE-1-5-5,SGTNMAWA-0114803A,CIENA_T6500,CIENA,8 Line In,LINE-1-7-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,RNDHMAME-0110801A,SGTNMAWA-0114803A
4601,I1475/OM96/HYPKMAHA/RXBRMAWA,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,HYPKMAHA,RXBRMAWA,DWDM96,96,31,5,HYPKMAHA-0110400A,CIENA_T6500,CIENA,5 Line Out,LINE-1-6-5,RXBRMAWA-0333232A,CIENA_T6500,CIENA,8 Line In,LINE-1-7-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,HYPKMAHA-0110400A,RXBRMAWA-0333232A
4603,I1477/OM96/BITNMAWI/BSTNMABE,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,BITNMAWI,BSTNMABE,DWDM96,96,31,3,BITNMAWI-0111006A,CIENA_T6500,CIENA,5 Line Out,LINE-1-6-5,BSTNMABE-0222527A,CIENA_T6500,CIENA,8 Line In,LINE-1-7-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,BITNMAWI-0111006A,BSTNMABE-0222527A
4602,I1476/OM96/BITNMAWI/RXBRMAWA,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,BITNMAWI,RXBRMAWA,DWDM96,96,14,4,BITNMAWI-0111006A,CIENA_T6500,CIENA,5 Line Out,LINE-1-7-5,RXBRMAWA-0333232A,CIENA_T6500,CIENA,8 Line In,LINE-1-6-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,BITNMAWI-0111006A,RXBRMAWA-0333232A
4022,I1424/OM96/NDHMMAPI/WNSCRICL,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,NDHMMAPI,WNSCRICL,DWDM96,96,15,24,NDHMMAPI-0220500A,CIENA_T6500,CIENA,5 Line Out,LINE-1-6-5,WNSCRICL-0110923A,CIENA_T6500,CIENA,8 Line In,LINE-1-7-8,CI_6500_TSHELF,Ciena 6500 T-12 SHELF,Ciena_FSA2_8,Ciena_FSA2_8,NDHMMAPI-0220500A,WNSCRICL-0110923A
6022,I1001/OM96/FYVLNYFV/SYRCNYGS,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,FYVLNYFV,SYRCNYGS,DWDM96,96,6,5,FYVLNYFV-0110406A,CIENA_T6500,CIENA,5 Line Out,LINE-1-6-5,SYRCNYGS-0110904A,CIENA_T6500,CIENA,5 Line Out,LINE-1-7-5,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,FYVLNYFV-0110406A,SYRCNYGS-0110904A
6051,I1001/OM96/EBSTMASA/MLDNMAEL,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,EBSTMASA,MLDNMAEL,DWDM96,96,9,4,EBSTMASA-0113805A,CIENA_T6500,CIENA,5 Line Out,LINE-1-7-5,MLDNMAEL-0111602A,CIENA_T6500,CIENA,8 Line In,LINE-2-6-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,EBSTMASA-0113805A,MLDNMAEL-0111602B
6053,I1001/OM96/ALBYNYSS/ALBYNYWA,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,ALBYNYSS,ALBYNYWA,DWDM96,96,3,3,ALBYNYSS-04473A12A,Ciena 6500 T-12P SHELF,CIENA,5 Line Out,LINE-1-7-5,ALBYNYWA-0114626A,Ciena 6500 T-12P SHELF,CIENA,8 Line In,LINE-1-7-8,Ciena 6500 T-12P SHELF,Ciena 6500 T-12P SHELF,Ciena_FSA2_8,Ciena_FSA2_8,ALBYNYSS-04473A12A,ALBYNYWA-0114626A
5469,I1001/OM96/CLAYNYOS/SYRCNYEP,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,CLAYNYOS,SYRCNYEP,DWDM96,96,3,5,CLAYNYOS-0112400A,CIENA_T6500,CIENA,5 Line Out,LINE-1-5-5,SYRCNYEP-0112817A,CIENA_T6500,CIENA,8 Line In,LINE-1-7-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,CLAYNYOS-0112400A,SYRCNYEP-0112817A
5481,I1426/OM96/BSTNMAFR/CNTNMAWA,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,BSTNMAFR,CNTNMAWA,DWDM96,96,20,14,BSTNMAFR-0331605A,CIENA_T6500,CIENA,5 Line Out,LINE-1-7-5,CNTNMAWA-0113312A,CIENA_T6500,CIENA,8 Line In,LINE-1-6-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,BSTNMAFR-0331605A,CNTNMAWA-0113312A
4841,I1491/OM96/PBDYMACE/SALMMANO,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,PBDYMACE,SALMMANO,DWDM96,96,11,2,PBDYMACE-0110613A,CIENA_T6500,CIENA,5 Line Out,LINE-1-5-5,SALMMANO-0223500A,CIENA_T6500,CIENA,8 Line In,LINE-1-5-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,PBDYMACE-0110613A,SALMMANO-0223500A
5401,I1520/OM96/DDHMMAWA/DRCHMAAD,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,DDHMMAWA,DRCHMAAD,DWDM96,96,3,7,DDHMMAWA-0112001A,CIENA_T6500,CIENA,5 Line Out,LINE-1-5-5,DRCHMAAD-0550611A,CIENA_T6500,CIENA,8 Line In,LINE-1-8-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,DDHMMAWA-0112001A,DRCHMAAD-0550611A
5822,I1001/OM96/ASLDMAMA/FRMNMAUN,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,ASLDMAMA,FRMNMAUN,DWDM96,96,4,3,ASLDMAMA-0110505A,CIENA_T6500,CIENA,5 Line Out,LINE-1-6-5,FRMNMAUN-0225213A,CIENA_T6500,CIENA,8 Line In,LINE-1-5-8,Ciena 6500 T-12 SHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,ASLDMAMA-0110505A,FRMNMAUN-0225213A
5882,I1002/OM96/FRFXVAFF/WRTNVAWR,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,FRFXVAFF,WRTNVAWR,DWDM96,96,38,28,FRFXVAFF-0332105A,Ciena 6500 T-12P SHELF,CIENA,5 Line Out,LINE-2-6-5,WRTNVAWR-0113006A,Ciena 6500 T-12P SHELF,CIENA,8 Line In,LINE-1-8-8,Ciena 6500 T-12P SHELF,Ciena 6500 T-12P SHELF,,Ciena_FSA3_4_5,FRFXVAFF-0332105B,WRTNVAWR-0113006A
4861,I1492/OM96/MLDNMAEL/NWTNMAWA,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,MLDNMAEL,NWTNMAWA,DWDM96,96,0,8,MLDNMAEL-0111602A,CIENA_T6500,CIENA,5 Line Out,LINE-1-5-5,NWTNMAWA-0118802A,CIENA_T6500,CIENA,8 Line In,LINE-1-7-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,MLDNMAEL-0111602A,NWTNMAWA-0118802A
6105,I1001/OM96/SYRCNYSU/TLLYNYTY,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,SYRCNYSU,TLLYNYTY,DWDM96,96,15,17,SYRCNYSU-0220524A,CIENA_T6500,CIENA,5 Line Out,LINE-2-7-5,TLLYNYTY-0110207A,CIENA_T6500,CIENA,8 Line In,LINE-1-6-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,SYRCNYSU-0220524B,TLLYNYTY-0110207A
5603,I1001/OM96/BRTNMACO/HNVRMACO,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,BRTNMACO,HNVRMACO,DWDM96,96,3,10,BRTNMACO-0446918A,CIENA_T6500,CIENA,5 Line Out,LINE-1-5-5,HNVRMACO-0110801A,CIENA_T6500,CIENA,8 Line In,LINE-1-7-8,Ciena 6500 T-12 SHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,BRTNMACO-0446918A,HNVRMACO-0110801A
6054,I1001/OM96/BSTNMAFR/EBSTMASA,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,BSTNMAFR,EBSTMASA,DWDM96,96,9,2,BSTNMAFR-0331405A,CIENA_T6500,CIENA,5 Line Out,LINE-1-7-5,EBSTMASA-0113805A,CIENA_T6500,CIENA,8 Line In,LINE-1-6-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,BSTNMAFR-0331405A,EBSTMASA-0113805A
6045,I1001/OM96/LTHMNYTS/SCHNNYSC,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,LTHMNYTS,SCHNNYSC,DWDM96,96,3,10,LTHMNYTS-0114123A,Ciena 6500 T-12P SHELF,CIENA,5 Line Out,LINE-1-6-5,SCHNNYSC-0331007A,Ciena 6500 T-12P SHELF,CIENA,5 Line Out,LINE-1-6-5,Ciena 6500 T-12P SHELF,Ciena 6500 T-12P SHELF,Ciena_FSA2_8,Ciena_FSA2_8,LTHMNYTS-0114123A,SCHNNYSC-0331007A
6106,I1001/OM96/CRLDNYCR/TLLYNYTY,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,CRLDNYCR,TLLYNYTY,DWDM96,96,10,14,CRLDNYCR-0112912A,CIENA_T6500,CIENA,5 Line Out,LINE-1-6-5,TLLYNYTY-0110207A,CIENA_T6500,CIENA,8 Line In,LINE-1-5-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,CRLDNYCR-0112912A,TLLYNYTY-0110207A
6107,I1001/OM96/CICRNYCJ/PRISNYPA,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,CICRNYCJ,PRISNYPA,DWDM96,96,21,16,CICRNYCJ-0110304A,CIENA_T6500,CIENA,5 Line Out,LINE-1-5-5,PRISNYPA-0110311A,CIENA_T6500,CIENA,8 Line In,LINE-1-6-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,CICRNYCJ-0110304A,PRISNYPA-0110311A
5466,I1001/OM96/NSYRNYNS/SYRCNYDD,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,NSYRNYNS,SYRCNYDD,DWDM96,96,21,4,NSYRNYNS-0113401A,CIENA_T6500,CIENA,5 Line Out,LINE-1-7-5,SYRCNYDD-0112406A,CIENA_T6500,CIENA,8 Line In,LINE-1-6-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,NSYRNYNS-0113401A,SYRCNYDD-0112406A
6009,I1001/OM96/BLFSNYBZ/RSFRNYRF,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,BLFSNYBZ,RSFRNYRF,DWDM96,96,13,8,BLFSNYBZ-0110107A,CIENA_T6500,CIENA,5 Line Out,LINE-1-6-5,RSFRNYRF-0110401A,CIENA_T6500,CIENA,8 Line In,LINE-1-5-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,BLFSNYBZ-0110107A,RSFRNYRF-0110401A
6023,I1001/OM96/FYVLNYFV/SYRCNYJS,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,FYVLNYFV,SYRCNYJS,DWDM96,96,4,6,FYVLNYFV-0110406A,CIENA_T6500,CIENA,5 Line Out,LINE-1-7-5,SYRCNYJS-0221706A,CIENA_T6500,CIENA,5 Line Out,LINE-1-6-5,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,FYVLNYFV-0110406A,SYRCNYJS-0221706A
6024,I1001/OM96/SYRCNYJS/SYRCNYSU,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,SYRCNYJS,SYRCNYSU,DWDM96,96,5,3,SYRCNYJS-0221706A,CIENA_T6500,CIENA,5 Line Out,LINE-1-5-5,SYRCNYSU-0220524A,CIENA_T6500,CIENA,8 Line In,LINE-2-6-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,SYRCNYJS-0221706A,SYRCNYSU-0220524B
5463,I1001/OM96/BAVLNYBV/CLAYNYOS,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,BAVLNYBV,CLAYNYOS,DWDM96,96,10,5,BAVLNYBV-0110311A,CIENA_T6500,CIENA,5 Line Out,LINE-1-7-5,CLAYNYOS-0112400A,CIENA_T6500,CIENA,8 Line In,LINE-1-6-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,BAVLNYBV-0110311A,CLAYNYOS-0112400A
5465,I1001/OM96/CICRNYCJ/NSYRNYNS,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,CICRNYCJ,NSYRNYNS,DWDM96,96,21,3,CICRNYCJ-0110304A,CIENA_T6500,CIENA,5 Line Out,LINE-1-7-5,NSYRNYNS-0113401A,CIENA_T6500,CIENA,8 Line In,LINE-1-6-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,CICRNYCJ-0110304A,NSYRNYNS-0113401A
6021,I1002/OM96/SYRCNYGS/SYRCNYSU,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,SYRCNYGS,SYRCNYSU,DWDM96,96,6,2,SYRCNYGS-0110904A,CIENA_T6500,CIENA,5 Line Out,LINE-1-6-5,SYRCNYSU-0220524A,CIENA_T6500,CIENA,8 Line In,LINE-1-8-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,SYRCNYGS-0110904A,SYRCNYSU-0220524A
6007,I1001/OM96/FKVLNYFK/RSFRNYRF,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,FKVLNYFK,RSFRNYRF,DWDM96,96,1,11,FKVLNYFK-0110405A,CIENA_T6500,CIENA,5 Line Out,LINE-1-7-5,RSFRNYRF-0110401A,CIENA_T6500,CIENA,8 Line In,LINE-1-6-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,FKVLNYFK-0110405A,RSFRNYRF-0110401A
6101,I1001/OM96/ALBYNYSS/LTHMNYTS,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,ALBYNYSS,LTHMNYTS,DWDM96,96,0,7,ALBYNYSS-04473A12A,Ciena 6500 T-12P SHELF,CIENA,5 Line Out,LINE-1-6-5,LTHMNYTS-0114123A,Ciena 6500 T-12P SHELF,CIENA,8 Line In,LINE-1-7-8,Ciena 6500 T-12P SHELF,Ciena 6500 T-12P SHELF,Ciena_FSA2_8,Ciena_FSA2_8,ALBYNYSS-04473A12A,LTHMNYTS-0114123A
5601,I1001/OM96/BLRCMAAN/TYNGMAKE,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,BLRCMAAN,TYNGMAKE,DWDM96,96,3,11,BLRCMAAN-0113004A,CIENA_T6500,CIENA,5 Line Out,LINE-1-7-5,TYNGMAKE-0220806A,CIENA_T6500,CIENA,8 Line In,LINE-1-6-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,BLRCMAAN-0113004A,TYNGMAKE-0220806A
5841,I1001/OM96/CHCHMDBE/WASHDCMT,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,CHCHMDBE,WASHDCMT,DWDM96,96,36,6,CHCHMDBE-0440328A,Ciena 6500 T-12P SHELF,CIENA,5 Line Out,LINE-1-5-5,WASHDCMT-0337814A,Ciena 6500 T-12P SHELF,CIENA,8 Line In,LINE-1-5-8,Ciena 6500 T-12P SHELF,Ciena 6500 T-12P SHELF,Ciena_FSA3_4_5,Ciena_FSA3_4_5,CHCHMDBE-0440328A,WASHDCMT-0337814A
6573,I1001/OM96/HSHDNYHH/ITHCNYIH,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,HSHDNYHH,ITHCNYIH,DWDM96,96,13,25,HSHDNYHH-0110906A,CIENA_T6500,CIENA,5 Line Out,LINE-1-7-5,ITHCNYIH-0111209A,CIENA_T6500,CIENA,8 Line In,LINE-1-7-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,HSHDNYHH-0110906A,ITHCNYIH-0111209A
6368,I1001/OM96/CYVLMDDA/RSTWMDRS,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,CYVLMDDA,RSTWMDRS,DWDM96,96,25,10,CYVLMDDA-0112111A,Ciena 6500 T-12P SHELF,CIENA,5 Line Out,LINE-1-7-5,RSTWMDRS-0113101A,Ciena 6500 T-12P SHELF,CIENA,8 Line In,LINE-1-6-8,Ciena 6500 T-12P SHELF,Ciena 6500 T-12P SHELF,Ciena_FSA3_4_5,Ciena_FSA3_4_5,CYVLMDDA-0112111A,RSTWMDRS-0113101A
6203,I1001/OM96/CRNGNYCG/HSHDNYHH,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,CRNGNYCG,HSHDNYHH,DWDM96,96,13,12,CRNGNYCG-0110105A,CIENA_T6500,CIENA,5 Line Out,LINE-1-7-5,HSHDNYHH-0110906A,CIENA_T6500,CIENA,8 Line In,LINE-1-6-8,CI_6500_TSHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,CRNGNYCG-0110105A,HSHDNYHH-0110906A
6202,I1002/OM96/BATHNYBH/HRNLNYHL,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,BATHNYBH,HRNLNYHL,DWDM96,96,13,18,BATHNYBH-0110907A,CIENA_T6500,CIENA,5 Line Out,LINE-1-6-5,HRNLNYHL-0222000A,CIENA_T6500,CIENA,8 Line In,LINE-1-7-8,Ciena 6500 T-12 SHELF,CI_6500_TSHELF,Ciena_FSA2_8,Ciena_FSA2_8,BATHNYBH-0110907A,HRNLNYHL-0222000A
6204,I1001/OM96/WASHDCDN/WASHDCDP,DWDM96,1,IN EFFECT,DWDM_INFRASTRUCTURE,WASHDCDN,WASHDCDP,DWDM96,96,5,1,WASHDCDN-0661807A,Ciena 6500 T-12P SHELF,CIENA,5 Line Out,LINE-2-6-5,WASHDCDP-0552705A,CIENA_T6500,CIENA,8 Line In,LINE-1-7-8,Ciena 6500 T-12P SHELF,CI_6500_TSHELF,Ciena_FSA3_4_5,Ciena_FSA3_4_5,WASHDCDN-0661807B,WASHDCDP-0552705A
